
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
    24.2s     |523.4179m      | 0.0617m/s    | 0.0137m/s^2  | 523.1089m      | 0.0149m/s^2  |
    24.3s     |523.4159m      | 0.0600m/s    | 0.0138m/s^2  | 523.0942m      | 0.0058m/s^2  |
    24.4s     |523.4139m      | 0.0583m/s    | 0.0138m/s^2  | 523.0942m      | 0.0011m/s^2  |
    24.5s     |523.4117m      | 0.0566m/s    | 0.0139m/s^2  | 523.0942m      | 0.0105m/s^2  |
    24.6s     |523.4097m      | 0.0553m/s    | 0.0139m/s^2  | 523.1236m      | 0.0085m/s^2  |
    24.7s     |523.4076m      | 0.0540m/s    | 0.0140m/s^2  | 523.0887m      | 0.0166m/s^2  |
    24.8s     |523.4059m      | 0.0528m/s    | 0.0141m/s^2  | 523.1684m      | 0.0136m/s^2  |
    24.9s     |523.4052m      | 0.0523m/s    | 0.0141m/s^2  | 523.1684m      | 0.0152m/s^2  |
    25.0s     |523.4044m      | 0.0523m/s    | 0.0142m/s^2  | 523.0887m      | 0.0263m/s^2  |
    25.1s     |523.4017m      | 0.0523m/s    | 0.0142m/s^2  | 523.1034m      | 0.0257m/s^2  |
    25.2s     |523.3994m      | 0.0518m/s    | 0.0143m/s^2  | 523.1185m      | 0.0095m/s^2  |
    25.3s     |523.3977m      | 0.0511m/s    | 0.0143m/s^2  | 523.1479m      | 0.0211m/s^2  |
    25.4s     |523.3966m      | 0.0511m/s    | 0.0144m/s^2  | 523.1479m      | 0.0216m/s^2  |
    25.5s     |523.3949m      | 0.0508m/s    | 0.0144m/s^2  | 523.1281m      | 0.0216m/s^2  |
    25.6s     |523.3933m      | 0.0512m/s    | 0.0145m/s^2  | 523.1428m      | 0.0284m/s^2  |
    25.7s     |523.3924m      | 0.0509m/s    | 0.0145m/s^2  | 523.1729m      | 0.0143m/s^2  |
    25.8s     |523.3912m      | 0.0502m/s    | 0.0146m/s^2  | 523.1277m      | 0.0141m/s^2  |
    25.9s     |523.3894m      | 0.0500m/s    | 0.0147m/s^2  | 523.1277m      | 0.0161m/s^2  |
    26.0s     |523.3878m      | 0.0494m/s    | 0.0147m/s^2  | 523.1127m      | 0.0213m/s^2  |
    26.1s     |523.3856m      | 0.0485m/s    | 0.0148m/s^2  | 523.0976m      | 0.0166m/s^2  |
    26.2s     |523.3832m      | 0.0482m/s    | 0.0148m/s^2  | 523.0976m      | 0.0200m/s^2  |
    26.3s     |523.3798m      | 0.0481m/s    | 0.0149m/s^2  | 523.0326m      | 0.0289m/s^2  |
    26.4s     |523.3757m      | 0.0471m/s    | 0.0150m/s^2  | 523.0179m      | 0.0103m/s^2  |
    26.5s     |523.3714m      | 0.0460m/s    | 0.0150m/s^2  | 523.0179m      | 0.0164m/s^2  |
    26.6s     |523.3666m      | 0.0450m/s    | 0.0151m/s^2  | 523.0029m      | 0.0189m/s^2  |
    26.7s     |523.3625m      | 0.0443m/s    | 0.0152m/s^2  | 523.0326m      | 0.0211m/s^2  |
    26.8s     |523.3589m      | 0.0434m/s    | 0.0152m/s^2  | 523.0473m      | 0.0134m/s^2  |
    26.9s     |523.3553m      | 0.0423m/s    | 0.0153m/s^2  | 523.0326m      | 0.0194m/s^2  |
    27.0s     |523.3513m      | 0.0409m/s    | 0.0154m/s^2  | 523.0179m      | 0.0094m/s^2  |
    27.1s     |523.3466m      | 0.0397m/s    | 0.0154m/s^2  | 522.9882m      | 0.0160m/s^2  |
    27.2s     |523.3415m      | 0.0392m/s    | 0.0155m/s^2  | 522.9882m      | 0.0164m/s^2  |
    27.3s     |523.3365m      | 0.0375m/s    | 0.0156m/s^2  | 522.9882m      | 0.0062m/s^2  |
    27.4s     |523.3318m      | 0.0353m/s    | 0.0156m/s^2  | 523.0179m      | 0.0067m/s^2  |
    27.5s     |523.3271m      | 0.0333m/s    | 0.0157m/s^2  | 523.0029m      | 0.0080m/s^2  |
    27.6s     |523.3215m      | 0.0319m/s    | 0.0158m/s^2  | 522.9700m      | 0.0182m/s^2  |
    27.7s     |523.3156m      | 0.0304m/s    | 0.0158m/s^2  | 523.0029m      | 0.0078m/s^2  |
    27.8s     |523.3095m      | 0.0287m/s    | 0.0159m/s^2  | 522.9406m      | 0.0192m/s^2  |
    27.9s     |523.3036m      | 0.0276m/s    | 0.0160m/s^2  | 523.0029m      | 0.0119m/s^2  |
    28.0s     |523.2986m      | 0.0260m/s    | 0.0160m/s^2  | 523.0029m      | 0.0147m/s^2  |
    28.1s     |523.2937m      | 0.0249m/s    | 0.0161m/s^2  | 523.0029m      | 0.0187m/s^2  |
    28.2s     |523.2888m      | 0.0240m/s    | 0.0162m/s^2  | 523.0029m      | 0.0169m/s^2  |
    28.3s     |523.2841m      | 0.0232m/s    | 0.0162m/s^2  | 523.0029m      | 0.0168m/s^2  |
    28.4s     |523.2790m      | 0.0219m/s    | 0.0163m/s^2  | 522.9882m      | 0.0184m/s^2  |
    28.5s     |523.2737m      | 0.0212m/s    | 0.0163m/s^2  | 522.9882m      | 0.0148m/s^2  |
    28.6s     |523.2678m      | 0.0197m/s    | 0.0164m/s^2  | 522.9105m      | 0.0052m/s^2  |
    28.7s     |523.2613m      | 0.0181m/s    | 0.0165m/s^2  | 522.9882m      | 0.0156m/s^2  |
    28.8s     |523.2566m      | 0.0166m/s    | 0.0165m/s^2  | 523.0029m      | 0.0190m/s^2  |
    28.9s     |523.2519m      | 0.0154m/s    | 0.0166m/s^2  | 523.0029m      | 0.0109m/s^2  |
    29.0s     |523.2475m      | 0.0139m/s    | 0.0166m/s^2  | 523.0179m      | 0.0035m/s^2  |
    29.1s     |523.2430m      | 0.0118m/s    | 0.0167m/s^2  | 523.0179m      | 0.0066m/s^2  |
    29.2s     |523.2370m      | 0.0106m/s    | 0.0167m/s^2  | 522.9700m      | 0.0155m/s^2  |
    29.3s     |523.2317m      | 0.0096m/s    | 0.0168m/s^2  | 522.9851m      | 0.0135m/s^2  |
    29.4s     |523.2262m      | 0.0092m/s    | 0.0168m/s^2  | 522.9700m      | 0.0206m/s^2  |
    29.5s     |523.2203m      | 0.0089m/s    | 0.0169m/s^2  | 522.9553m      | 0.0192m/s^2  |
    29.6s     |523.2142m      | 0.0082m/s    | 0.0169m/s^2  | 522.9406m      | 0.0190m/s^2  |
    29.7s     |523.2079m      | 0.0081m/s    | 0.0170m/s^2  | 522.9406m      | 0.0215m/s^2  |
    29.8s     |523.2024m      | 0.0075m/s    | 0.0170m/s^2  | 522.9700m      | 0.0225m/s^2  |
    29.9s     |523.1974m      | 0.0072m/s    | 0.0171m/s^2  | 522.9050m      | 0.0184m/s^2  |
    30.0s     |523.1906m      | 0.0060m/s    | 0.0171m/s^2  | 522.9050m      | 0.0119m/s^2  |
    30.1s     |523.1842m      | 0.0048m/s    | 0.0172m/s^2  | 522.9201m      | 0.0157m/s^2  |
    30.2s     |523.1780m      | 0.0038m/s    | 0.0173m/s^2  | 522.9495m      | 0.0166m/s^2  |
    30.3s     |523.1727m      | 0.0037m/s    | 0.0173m/s^2  | 522.9649m      | 0.0262m/s^2  |
    30.4s     |523.1681m      | 0.0035m/s    | 0.0173m/s^2  | 523.0094m      | 0.0171m/s^2  |
    30.5s     |523.1643m      | 0.0029m/s    | 0.0174m/s^2  | 523.0094m      | 0.0183m/s^2  |
    30.6s     |523.1605m      | 0.0026m/s    | 0.0174m/s^2  | 523.0094m      | 0.0176m/s^2  |
    30.7s     |523.1559m      | 0.0016m/s    | 0.0174m/s^2  | 522.9618m      | 0.0120m/s^2  |
    30.8s     |523.1512m      | 0.0005m/s    | 0.0175m/s^2  | 522.9618m      | 0.0143m/s^2  |
    30.9s     |523.1465m      |-0.0006m/s    | 0.0175m/s^2  | 522.9618m      | 0.0112m/s^2  |
    31.0s     |523.1421m      |-0.0015m/s    | 0.0176m/s^2  | 522.9916m      | 0.0179m/s^2  |
    31.1s     |523.1382m      |-0.0016m/s    | 0.0176m/s^2  | 523.0066m      | 0.0295m/s^2  |
    31.2s     |523.1346m      |-0.0013m/s    | 0.0176m/s^2  | 522.9916m      | 0.0102m/s^2  |
    31.3s     |523.1309m      |-0.0023m/s    | 0.0176m/s^2  | 523.0066m      | 0.0085m/s^2  |
    31.4s     |523.1278m      |-0.0037m/s    | 0.0177m/s^2  | 523.0360m      | 0.0054m/s^2  |
    31.5s     |523.1254m      |-0.0045m/s    | 0.0177m/s^2  | 523.0514m      | 0.0151m/s^2  |
    31.6s     |523.1225m      |-0.0043m/s    | 0.0177m/s^2  | 523.0066m      | 0.0250m/s^2  |
    31.7s     |523.1188m      |-0.0040m/s    | 0.0177m/s^2  | 522.9769m      | 0.0225m/s^2  |
    31.8s     |523.1151m      |-0.0041m/s    | 0.0177m/s^2  | 522.9916m      | 0.0122m/s^2  |
    31.9s     |523.1113m      |-0.0048m/s    | 0.0178m/s^2  | 522.9618m      | 0.0112m/s^2  |
    32.0s     |523.1074m      |-0.0055m/s    | 0.0178m/s^2  | 522.9916m      | 0.0131m/s^2  |
    32.1s     |523.1039m      |-0.0065m/s    | 0.0178m/s^2  | 522.9916m      | 0.0071m/s^2  |
    32.2s     |523.0997m      |-0.0073m/s    | 0.0179m/s^2  | 522.9587m      | 0.0145m/s^2  |
    32.3s     |523.0958m      |-0.0074m/s    | 0.0179m/s^2  | 522.9888m      | 0.0185m/s^2  |
    32.4s     |523.0925m      |-0.0085m/s    | 0.0179m/s^2  | 523.0035m      | 0.0099m/s^2  |
    32.5s     |523.0895m      |-0.0097m/s    | 0.0179m/s^2  | 523.0186m      | 0.0109m/s^2  |
    32.6s     |523.0873m      |-0.0105m/s    | 0.0179m/s^2  | 523.0634m      | 0.0138m/s^2  |
    32.7s     |523.0856m      |-0.0106m/s    | 0.0179m/s^2  | 523.0634m      | 0.0205m/s^2  |
    32.8s     |523.0854m      |-0.0102m/s    | 0.0179m/s^2  | 523.1106m      | 0.0174m/s^2  |
    32.9s     |523.0850m      |-0.0101m/s    | 0.0179m/s^2  | 523.1106m      | 0.0178m/s^2  |
    33.0s     |523.0843m      |-0.0105m/s    | 0.0179m/s^2  | 523.0959m      | 0.0155m/s^2  |
    33.1s     |523.0843m      |-0.0105m/s    | 0.0179m/s^2  | 523.1736m      | 0.0133m/s^2  |
    33.2s     |523.0859m      |-0.0099m/s    | 0.0179m/s^2  | 523.2030m      | 0.0248m/s^2  |
    33.3s     |523.0878m      |-0.0094m/s    | 0.0179m/s^2  | 523.2030m      | 0.0173m/s^2  |
    33.4s     |523.0898m      |-0.0083m/s    | 0.0178m/s^2  | 523.2030m      | 0.0201m/s^2  |
    33.5s     |523.0911m      |-0.0080m/s    | 0.0178m/s^2  | 523.1582m      | 0.0207m/s^2  |
    33.6s     |523.0932m      |-0.0075m/s    | 0.0178m/s^2  | 523.2084m      | 0.0168m/s^2  |
    33.7s     |523.0950m      |-0.0070m/s    | 0.0178m/s^2  | 523.1787m      | 0.0200m/s^2  |
    33.8s     |523.0956m      |-0.0069m/s    | 0.0178m/s^2  | 523.1339m      | 0.0155m/s^2  |
    33.9s     |523.0953m      |-0.0069m/s    | 0.0178m/s^2  | 523.0689m      | 0.0090m/s^2  |
    34.0s     |523.0939m      |-0.0080m/s    | 0.0178m/s^2  | 523.0689m      | 0.0098m/s^2  |
    34.1s     |523.0920m      |-0.0083m/s    | 0.0178m/s^2  | 523.0542m      | 0.0229m/s^2  |
    34.2s     |523.0903m      |-0.0078m/s    | 0.0178m/s^2  | 523.0542m      | 0.0227m/s^2  |
    34.3s     |523.0886m      |-0.0081m/s    | 0.0178m/s^2  | 523.0542m      | 0.0066m/s^2  |
    34.4s     |523.0871m      |-0.0087m/s    | 0.0178m/s^2  | 523.0542m      | 0.0143m/s^2  |
    34.5s     |523.0851m      |-0.0087m/s    | 0.0178m/s^2  | 523.0066m      | 0.0219m/s^2  |
    34.6s     |523.0822m      |-0.0082m/s    | 0.0178m/s^2  | 523.0066m      | 0.0264m/s^2  |
    34.7s     |523.0797m      |-0.0075m/s    | 0.0178m/s^2  | 523.0213m      | 0.0257m/s^2  |
    34.8s     |523.0767m      |-0.0073m/s    | 0.0179m/s^2  | 522.9587m      | 0.0271m/s^2  |
    34.9s     |523.0731m      |-0.0071m/s    | 0.0179m/s^2  | 522.9587m      | 0.0176m/s^2  |
    35.0s     |523.0695m      |-0.0077m/s    | 0.0179m/s^2  | 522.9738m      | 0.0126m/s^2  |
    35.1s     |523.0662m      |-0.0085m/s    | 0.0179m/s^2  | 522.9738m      | 0.0160m/s^2  |
    35.2s     |523.0629m      |-0.0092m/s    | 0.0179m/s^2  | 522.8937m      | 0.0141m/s^2  |
    35.3s     |523.0578m      |-0.0095m/s    | 0.0180m/s^2  | 522.9088m      | 0.0173m/s^2  |
    35.4s     |523.0532m      |-0.0100m/s    | 0.0180m/s^2  | 522.9235m      | 0.0195m/s^2  |
    35.5s     |523.0487m      |-0.0105m/s    | 0.0180m/s^2  | 522.9088m      | 0.0132m/s^2  |
    35.6s     |523.0438m      |-0.0105m/s    | 0.0181m/s^2  | 522.8937m      | 0.0225m/s^2  |
    35.7s     |523.0397m      |-0.0106m/s    | 0.0181m/s^2  | 522.9386m      | 0.0235m/s^2  |
    35.8s     |523.0365m      |-0.0100m/s    | 0.0181m/s^2  | 522.9981m      | 0.0260m/s^2  |
    35.9s     |523.0351m      |-0.0095m/s    | 0.0181m/s^2  | 523.0429m      | 0.0197m/s^2  |
    36.0s     |523.0348m      |-0.0089m/s    | 0.0181m/s^2  | 523.0730m      | 0.0248m/s^2  |
    36.1s     |523.0346m      |-0.0084m/s    | 0.0181m/s^2  | 522.9926m      | 0.0176m/s^2  |
    36.2s     |523.0328m      |-0.0086m/s    | 0.0181m/s^2  | 523.0076m      | 0.0162m/s^2  |
    36.3s     |523.0315m      |-0.0091m/s    | 0.0181m/s^2  | 523.0227m      | 0.0150m/s^2  |
    36.4s     |523.0304m      |-0.0096m/s    | 0.0181m/s^2  | 522.9752m      | 0.0170m/s^2  |
    36.5s     |523.0279m      |-0.0089m/s    | 0.0181m/s^2  | 522.9752m      | 0.0286m/s^2  |
    36.6s     |523.0259m      |-0.0084m/s    | 0.0181m/s^2  | 522.9899m      | 0.0235m/s^2  |
    36.7s     |523.0235m      |-0.0087m/s    | 0.0181m/s^2  | 522.8975m      | 0.0183m/s^2  |
    36.8s     |523.0193m      |-0.0091m/s    | 0.0182m/s^2  | 522.8825m      | 0.0202m/s^2  |
    36.9s     |523.0149m      |-0.0100m/s    | 0.0182m/s^2  | 522.8825m      | 0.0089m/s^2  |
    37.0s     |523.0105m      |-0.0106m/s    | 0.0182m/s^2  | 522.8677m      | 0.0246m/s^2  |
    37.1s     |523.0058m      |-0.0108m/s    | 0.0182m/s^2  | 522.8825m      | 0.0200m/s^2  |
    37.2s     |523.0017m      |-0.0109m/s    | 0.0183m/s^2  | 522.8825m      | 0.0242m/s^2  |
    37.3s     |522.9965m      |-0.0109m/s    | 0.0183m/s^2  | 522.8349m      | 0.0263m/s^2  |
    37.4s     |522.9917m      |-0.0102m/s    | 0.0183m/s^2  | 522.8650m      | 0.0375m/s^2  |
    37.5s     |522.9886m      |-0.0091m/s    | 0.0184m/s^2  | 522.9273m      | 0.0302m/s^2  |
    37.6s     |522.9864m      |-0.0083m/s    | 0.0184m/s^2  | 522.9423m      | 0.0219m/s^2  |
    37.7s     |522.9844m      |-0.0086m/s    | 0.0184m/s^2  | 522.9423m      | 0.0111m/s^2  |
    37.8s     |522.9814m      |-0.0094m/s    | 0.0184m/s^2  | 522.8797m      | 0.0161m/s^2  |
    37.9s     |522.9781m      |-0.0096m/s    | 0.0184m/s^2  | 522.8944m      | 0.0222m/s^2  |
    38.0s     |522.9751m      |-0.0096m/s    | 0.0184m/s^2  | 522.8944m      | 0.0168m/s^2  |
    38.1s     |522.9726m      |-0.0095m/s    | 0.0184m/s^2  | 522.9242m      | 0.0200m/s^2  |
    38.2s     |522.9703m      |-0.0096m/s    | 0.0184m/s^2  | 522.9095m      | 0.0171m/s^2  |
    38.3s     |522.9680m      |-0.0109m/s    | 0.0185m/s^2  | 522.9242m      | 0.0065m/s^2  |
    38.4s     |522.9659m      |-0.0115m/s    | 0.0185m/s^2  | 522.9392m      | 0.0143m/s^2  |
    38.5s     |522.9645m      |-0.0121m/s    | 0.0185m/s^2  | 522.9690m      | 0.0116m/s^2  |
    38.6s     |522.9636m      |-0.0120m/s    | 0.0185m/s^2  | 522.9690m      | 0.0232m/s^2  |
    38.7s     |522.9620m      |-0.0119m/s    | 0.0185m/s^2  | 522.9392m      | 0.0206m/s^2  |
    38.8s     |522.9606m      |-0.0124m/s    | 0.0185m/s^2  | 522.9543m      | 0.0140m/s^2  |
    38.9s     |522.9597m      |-0.0127m/s    | 0.0185m/s^2  | 522.9840m      | 0.0132m/s^2  |
    39.0s     |522.9592m      |-0.0131m/s    | 0.0185m/s^2  | 522.9991m      | 0.0109m/s^2  |
    39.1s     |522.9590m      |-0.0137m/s    | 0.0184m/s^2  | 523.0138m      | 0.0165m/s^2  |
    39.2s     |522.9594m      |-0.0137m/s    | 0.0184m/s^2  | 523.0289m      | 0.0164m/s^2  |
    39.3s     |522.9605m      |-0.0132m/s    | 0.0184m/s^2  | 523.0583m      | 0.0258m/s^2  |
    39.4s     |522.9606m      |-0.0127m/s    | 0.0184m/s^2  | 523.0234m      | 0.0213m/s^2  |
    39.5s     |522.9611m      |-0.0122m/s    | 0.0184m/s^2  | 523.0234m      | 0.0223m/s^2  |
    39.6s     |522.9614m      |-0.0114m/s    | 0.0184m/s^2  | 523.0083m      | 0.0230m/s^2  |
    39.7s     |522.9609m      |-0.0111m/s    | 0.0184m/s^2  | 522.9488m      | 0.0113m/s^2  |
    39.8s     |522.9595m      |-0.0117m/s    | 0.0184m/s^2  | 522.9991m      | 0.0086m/s^2  |
    39.9s     |522.9594m      |-0.0125m/s    | 0.0184m/s^2  | 522.9488m      | 0.0131m/s^2  |
    40.0s     |522.9577m      |-0.0131m/s    | 0.0184m/s^2  | 522.9191m      | 0.0155m/s^2  |
    40.1s     |522.9556m      |-0.0140m/s    | 0.0184m/s^2  | 522.9338m      | 0.0103m/s^2  |
    40.2s     |522.9538m      |-0.0151m/s    | 0.0184m/s^2  | 522.9786m      | 0.0122m/s^2  |
    40.3s     |522.9533m      |-0.0150m/s    | 0.0184m/s^2  | 523.0234m      | 0.0261m/s^2  |
    40.4s     |522.9537m      |-0.0143m/s    | 0.0184m/s^2  | 523.0531m      | 0.0171m/s^2  |
    40.5s     |522.9548m      |-0.0140m/s    | 0.0183m/s^2  | 523.0381m      | 0.0171m/s^2  |
    40.6s     |522.9555m      |-0.0132m/s    | 0.0183m/s^2  | 523.0381m      | 0.0200m/s^2  |
    40.7s     |522.9565m      |-0.0134m/s    | 0.0183m/s^2  | 523.0531m      | 0.0083m/s^2  |
    40.8s     |522.9576m      |-0.0139m/s    | 0.0183m/s^2  | 523.0531m      | 0.0069m/s^2  |
    40.9s     |522.9583m      |-0.0140m/s    | 0.0183m/s^2  | 523.0381m      | 0.0188m/s^2  |
    41.0s     |522.9589m      |-0.0142m/s    | 0.0182m/s^2  | 523.0381m      | 0.0117m/s^2  |
    41.1s     |522.9595m      |-0.0140m/s    | 0.0182m/s^2  | 523.0381m      | 0.0178m/s^2  |
    41.2s     |522.9593m      |-0.0137m/s    | 0.0182m/s^2  | 522.9882m      | 0.0239m/s^2  |
    41.3s     |522.9588m      |-0.0132m/s    | 0.0182m/s^2  | 523.0029m      | 0.0212m/s^2  |
    41.4s     |522.9587m      |-0.0123m/s    | 0.0182m/s^2  | 523.0179m      | 0.0195m/s^2  |
    41.5s     |522.9590m      |-0.0120m/s    | 0.0182m/s^2  | 523.0179m      | 0.0161m/s^2  |
    41.6s     |522.9590m      |-0.0122m/s    | 0.0182m/s^2  | 523.0029m      | 0.0146m/s^2  |
    41.7s     |522.9588m      |-0.0129m/s    | 0.0182m/s^2  | 522.9882m      | 0.0088m/s^2  |
    41.8s     |522.9583m      |-0.0130m/s    | 0.0182m/s^2  | 522.9882m      | 0.0192m/s^2  |
    41.9s     |522.9572m      |-0.0131m/s    | 0.0182m/s^2  | 522.9580m      | 0.0215m/s^2  |
    42.0s     |522.9557m      |-0.0128m/s    | 0.0182m/s^2  | 522.9433m      | 0.0197m/s^2  |
    42.1s     |522.9541m      |-0.0131m/s    | 0.0182m/s^2  | 522.9433m      | 0.0180m/s^2  |
    42.2s     |522.9529m      |-0.0124m/s    | 0.0182m/s^2  | 522.9734m      | 0.0250m/s^2  |
    42.3s     |522.9522m      |-0.0121m/s    | 0.0182m/s^2  | 522.9734m      | 0.0251m/s^2  |
    42.4s     |522.9516m      |-0.0117m/s    | 0.0182m/s^2  | 522.9882m      | 0.0233m/s^2  |
    42.5s     |522.9511m      |-0.0113m/s    | 0.0182m/s^2  | 522.9734m      | 0.0242m/s^2  |
    42.6s     |522.9505m      |-0.0108m/s    | 0.0182m/s^2  | 522.9580m      | 0.0201m/s^2  |
    42.7s     |522.9499m      |-0.0107m/s    | 0.0181m/s^2  | 522.9734m      | 0.0140m/s^2  |
    42.8s     |522.9494m      |-0.0103m/s    | 0.0181m/s^2  | 522.9734m      | 0.0282m/s^2  |
    42.9s     |522.9489m      |-0.0096m/s    | 0.0181m/s^2  | 522.9279m      | 0.0199m/s^2  |
    43.0s     |522.9476m      |-0.0094m/s    | 0.0181m/s^2  | 522.9430m      | 0.0147m/s^2  |
    43.1s     |522.9469m      |-0.0095m/s    | 0.0181m/s^2  | 522.9724m      | 0.0173m/s^2  |
    43.2s     |522.9464m      |-0.0091m/s    | 0.0181m/s^2  | 522.9724m      | 0.0213m/s^2  |
    43.3s     |522.9466m      |-0.0091m/s    | 0.0181m/s^2  | 523.0025m      | 0.0189m/s^2  |
    43.4s     |522.9467m      |-0.0094m/s    | 0.0181m/s^2  | 522.9724m      | 0.0127m/s^2  |
    43.5s     |522.9460m      |-0.0096m/s    | 0.0181m/s^2  | 522.9430m      | 0.0127m/s^2  |
    43.6s     |522.9447m      |-0.0100m/s    | 0.0181m/s^2  | 522.9430m      | 0.0153m/s^2  |
    43.7s     |522.9434m      |-0.0109m/s    | 0.0181m/s^2  | 522.9430m      | 0.0154m/s^2  |
    43.8s     |522.9431m      |-0.0110m/s    | 0.0181m/s^2  | 522.9430m      | 0.0176m/s^2  |
    43.9s     |522.9431m      |-0.0110m/s    | 0.0181m/s^2  | 522.9577m      | 0.0159m/s^2  |
    44.0s     |522.9428m      |-0.0112m/s    | 0.0181m/s^2  | 523.0029m      | 0.0104m/s^2  |
    44.1s     |522.9426m      |-0.0115m/s    | 0.0181m/s^2  | 522.9430m      | 0.0136m/s^2  |
    44.2s     |522.9419m      |-0.0120m/s    | 0.0181m/s^2  | 522.9724m      | 0.0118m/s^2  |
    44.3s     |522.9414m      |-0.0127m/s    | 0.0181m/s^2  | 522.9724m      | 0.0091m/s^2  |
    44.4s     |522.9418m      |-0.0132m/s    | 0.0181m/s^2  | 523.0176m      | 0.0163m/s^2  |
    44.5s     |522.9427m      |-0.0132m/s    | 0.0181m/s^2  | 523.0323m      | 0.0148m/s^2  |
    44.6s     |522.9440m      |-0.0133m/s    | 0.0180m/s^2  | 523.0624m      | 0.0178m/s^2  |
    44.7s     |522.9459m      |-0.0128m/s    | 0.0180m/s^2  | 523.0771m      | 0.0202m/s^2  |
    44.8s     |522.9485m      |-0.0128m/s    | 0.0180m/s^2  | 523.1068m      | 0.0118m/s^2  |
    44.9s     |522.9514m      |-0.0124m/s    | 0.0179m/s^2  | 523.1366m      | 0.0119m/s^2  |
    45.0s     |522.9551m      |-0.0121m/s    | 0.0179m/s^2  | 523.1517m      | 0.0153m/s^2  |
    45.1s     |522.9582m      |-0.0121m/s    | 0.0179m/s^2  | 523.1014m      | 0.0094m/s^2  |
    45.2s     |522.9609m      |-0.0122m/s    | 0.0178m/s^2  | 523.1164m      | 0.0153m/s^2  |
    45.3s     |522.9638m      |-0.0119m/s    | 0.0178m/s^2  | 523.1462m      | 0.0242m/s^2  |
    45.4s     |522.9670m      |-0.0111m/s    | 0.0178m/s^2  | 523.1462m      | 0.0181m/s^2  |
    45.5s     |522.9702m      |-0.0105m/s    | 0.0177m/s^2  | 523.1311m      | 0.0165m/s^2  |
    45.6s     |522.9732m      |-0.0100m/s    | 0.0177m/s^2  | 523.1014m      | 0.0148m/s^2  |
    45.7s     |522.9752m      |-0.0100m/s    | 0.0177m/s^2  | 523.0716m      | 0.0099m/s^2  |
    45.8s     |522.9762m      |-0.0103m/s    | 0.0177m/s^2  | 523.0419m      | 0.0122m/s^2  |
    45.9s     |522.9768m      |-0.0102m/s    | 0.0177m/s^2  | 523.0419m      | 0.0195m/s^2  |
    46.0s     |522.9774m      |-0.0103m/s    | 0.0176m/s^2  | 523.0268m      | 0.0093m/s^2  |
    46.1s     |522.9775m      |-0.0107m/s    | 0.0176m/s^2  | 523.0121m      | 0.0147m/s^2  |
    46.2s     |522.9772m      |-0.0113m/s    | 0.0176m/s^2  | 523.0473m      | 0.0170m/s^2  |
    46.3s     |522.9778m      |-0.0108m/s    | 0.0176m/s^2  | 523.0176m      | 0.0197m/s^2  |
    46.4s     |522.9778m      |-0.0102m/s    | 0.0176m/s^2  | 523.0176m      | 0.0156m/s^2  |
    46.5s     |522.9775m      |-0.0098m/s    | 0.0176m/s^2  | 523.0025m      | 0.0183m/s^2  |
    46.6s     |522.9764m      |-0.0099m/s    | 0.0176m/s^2  | 522.9577m      | 0.0164m/s^2  |
    46.7s     |522.9751m      |-0.0095m/s    | 0.0176m/s^2  | 522.9724m      | 0.0263m/s^2  |
    46.8s     |522.9741m      |-0.0083m/s    | 0.0176m/s^2  | 522.9724m      | 0.0259m/s^2  |
    46.9s     |522.9732m      |-0.0082m/s    | 0.0176m/s^2  | 522.9724m      | 0.0208m/s^2  |
    47.0s     |522.9725m      |-0.0071m/s    | 0.0176m/s^2  | 522.9724m      | 0.0310m/s^2  |
    47.1s     |522.9719m      |-0.0064m/s    | 0.0176m/s^2  | 522.9878m      | 0.0214m/s^2  |
    47.2s     |522.9730m      |-0.0065m/s    | 0.0176m/s^2  | 523.0774m      | 0.0134m/s^2  |
    47.3s     |522.9751m      |-0.0070m/s    | 0.0176m/s^2  | 523.0774m      | 0.0046m/s^2  |
    47.4s     |522.9772m      |-0.0077m/s    | 0.0175m/s^2  | 523.0921m      | 0.0117m/s^2  |
    47.5s     |522.9792m      |-0.0076m/s    | 0.0175m/s^2  | 523.0473m      | 0.0180m/s^2  |
    47.6s     |522.9808m      |-0.0069m/s    | 0.0175m/s^2  | 523.1222m      | 0.0230m/s^2  |
    47.7s     |522.9837m      |-0.0058m/s    | 0.0175m/s^2  | 523.1222m      | 0.0210m/s^2  |
    47.8s     |522.9868m      |-0.0050m/s    | 0.0174m/s^2  | 523.1222m      | 0.0121m/s^2  |
    47.9s     |522.9901m      |-0.0053m/s    | 0.0174m/s^2  | 523.1667m      | 0.0105m/s^2  |
    48.0s     |522.9940m      |-0.0053m/s    | 0.0174m/s^2  | 523.1667m      | 0.0124m/s^2  |
    48.1s     |522.9978m      |-0.0054m/s    | 0.0173m/s^2  | 523.1667m      | 0.0121m/s^2  |
    48.2s     |523.0018m      |-0.0056m/s    | 0.0173m/s^2  | 523.1818m      | 0.0117m/s^2  |
    48.3s     |523.0054m      |-0.0056m/s    | 0.0173m/s^2  | 523.1520m      | 0.0173m/s^2  |
    48.4s     |523.0085m      |-0.0050m/s    | 0.0172m/s^2  | 523.1520m      | 0.0212m/s^2  |
    48.5s     |523.0115m      |-0.0046m/s    | 0.0172m/s^2  | 523.1370m      | 0.0165m/s^2  |
    48.6s     |523.0133m      |-0.0044m/s    | 0.0172m/s^2  | 523.0774m      | 0.0137m/s^2  |
