
 time | altitude |  velocity | accel_bias | alt (bmp) | vert_accel |
    73.2s     |522.8455m      | 0.0002m/s    | 0.0141m/s^2  | 522.8978m      | 0.0242m/s^2  |
    73.3s     |522.8469m      | 0.0012m/s    | 0.0141m/s^2  | 522.8978m      | 0.0247m/s^2  |
    73.4s     |522.8482m      | 0.0021m/s    | 0.0141m/s^2  | 522.8828m      | 0.0184m/s^2  |
    73.5s     |522.8493m      | 0.0025m/s    | 0.0141m/s^2  | 522.8828m      | 0.0098m/s^2  |
    73.6s     |522.8500m      | 0.0022m/s    | 0.0140m/s^2  | 522.8530m      | 0.0109m/s^2  |
    73.7s     |522.8504m      | 0.0018m/s    | 0.0140m/s^2  | 522.8677m      | 0.0084m/s^2  |
    73.8s     |522.8511m      | 0.0017m/s    | 0.0140m/s^2  | 522.8828m      | 0.0109m/s^2  |
    73.9s     |522.8527m      | 0.0020m/s    | 0.0140m/s^2  | 522.9126m      | 0.0098m/s^2  |
    74.0s     |522.8548m      | 0.0027m/s    | 0.0140m/s^2  | 522.9423m      | 0.0211m/s^2  |
    74.1s     |522.8576m      | 0.0037m/s    | 0.0140m/s^2  | 522.9574m      | 0.0211m/s^2  |
    74.2s     |522.8601m      | 0.0039m/s    | 0.0140m/s^2  | 522.9423m      | 0.0170m/s^2  |
    74.3s     |522.8625m      | 0.0039m/s    | 0.0140m/s^2  | 522.9423m      | 0.0101m/s^2  |
    74.4s     |522.8635m      | 0.0039m/s    | 0.0140m/s^2  | 522.8650m      | 0.0190m/s^2  |
    74.5s     |522.8652m      | 0.0045m/s    | 0.0139m/s^2  | 522.9273m      | 0.0148m/s^2  |
    74.6s     |522.8678m      | 0.0048m/s    | 0.0139m/s^2  | 522.9574m      | 0.0148m/s^2  |
    74.7s     |522.8701m      | 0.0053m/s    | 0.0139m/s^2  | 522.9273m      | 0.0199m/s^2  |
    74.8s     |522.8716m      | 0.0064m/s    | 0.0139m/s^2  | 522.8978m      | 0.0207m/s^2  |
    74.9s     |522.8737m      | 0.0068m/s    | 0.0139m/s^2  | 522.9331m      | 0.0126m/s^2  |
    75.0s     |522.8752m      | 0.0072m/s    | 0.0139m/s^2  | 522.8883m      | 0.0113m/s^2  |
    75.1s     |522.8761m      | 0.0065m/s    | 0.0139m/s^2  | 522.8732m      | 0.0055m/s^2  |
    75.2s     |522.8773m      | 0.0062m/s    | 0.0139m/s^2  | 522.8910m      | 0.0078m/s^2  |
    75.3s     |522.8781m      | 0.0061m/s    | 0.0139m/s^2  | 522.8910m      | 0.0096m/s^2  |
    75.4s     |522.8798m      | 0.0053m/s    | 0.0139m/s^2  | 522.9683m      | 0.0011m/s^2  |
    75.5s     |522.8822m      | 0.0044m/s    | 0.0139m/s^2  | 522.9536m      |-0.0002m/s^2  |
    75.6s     |522.8845m      | 0.0039m/s    | 0.0138m/s^2  | 522.9536m      | 0.0118m/s^2  |
    75.7s     |522.8866m      | 0.0043m/s    | 0.0138m/s^2  | 522.9536m      | 0.0153m/s^2  |
    75.8s     |522.8885m      | 0.0036m/s    | 0.0138m/s^2  | 522.8763m      | 0.0053m/s^2  |
    75.9s     |522.8893m      | 0.0031m/s    | 0.0138m/s^2  | 522.8612m      | 0.0023m/s^2  |
    76.0s     |522.8888m      | 0.0030m/s    | 0.0138m/s^2  | 522.8763m      | 0.0257m/s^2  |
    76.1s     |522.8899m      | 0.0036m/s    | 0.0138m/s^2  | 522.9057m      | 0.0187m/s^2  |
    76.2s     |522.8909m      | 0.0040m/s    | 0.0138m/s^2  | 522.9211m      | 0.0171m/s^2  |
    76.3s     |522.8920m      | 0.0044m/s    | 0.0138m/s^2  | 522.9358m      | 0.0140m/s^2  |
    76.4s     |522.8938m      | 0.0046m/s    | 0.0138m/s^2  | 522.9505m      | 0.0143m/s^2  |
    76.5s     |522.8959m      | 0.0052m/s    | 0.0138m/s^2  | 522.9656m      | 0.0213m/s^2  |
    76.6s     |522.8985m      | 0.0061m/s    | 0.0138m/s^2  | 522.9957m      | 0.0193m/s^2  |
    76.7s     |522.9009m      | 0.0072m/s    | 0.0138m/s^2  | 522.9478m      | 0.0229m/s^2  |
    76.8s     |522.9029m      | 0.0084m/s    | 0.0137m/s^2  | 522.9628m      | 0.0210m/s^2  |
    76.9s     |522.9052m      | 0.0093m/s    | 0.0137m/s^2  | 522.9628m      | 0.0225m/s^2  |
    77.0s     |522.9068m      | 0.0100m/s    | 0.0137m/s^2  | 522.9126m      | 0.0221m/s^2  |
    77.1s     |522.9082m      | 0.0104m/s    | 0.0137m/s^2  | 522.9423m      | 0.0203m/s^2  |
    77.2s     |522.9103m      | 0.0111m/s    | 0.0137m/s^2  | 522.9392m      | 0.0175m/s^2  |
    77.3s     |522.9125m      | 0.0117m/s    | 0.0137m/s^2  | 522.9693m      | 0.0185m/s^2  |
    77.4s     |522.9151m      | 0.0122m/s    | 0.0137m/s^2  | 522.9693m      | 0.0107m/s^2  |
    77.5s     |522.9167m      | 0.0126m/s    | 0.0137m/s^2  | 522.9194m      | 0.0169m/s^2  |
    77.6s     |522.9178m      | 0.0132m/s    | 0.0137m/s^2  | 522.9194m      | 0.0185m/s^2  |
    77.7s     |522.9189m      | 0.0136m/s    | 0.0137m/s^2  | 522.9040m      | 0.0167m/s^2  |
    77.8s     |522.9199m      | 0.0135m/s    | 0.0137m/s^2  | 522.9040m      | 0.0166m/s^2  |
    77.9s     |522.9211m      | 0.0137m/s    | 0.0137m/s^2  | 522.9194m      | 0.0202m/s^2  |
    78.0s     |522.9225m      | 0.0143m/s    | 0.0137m/s^2  | 522.9194m      | 0.0212m/s^2  |
    78.1s     |522.9242m      | 0.0154m/s    | 0.0137m/s^2  | 522.9341m      | 0.0295m/s^2  |
    78.2s     |522.9264m      | 0.0160m/s    | 0.0137m/s^2  | 522.9639m      | 0.0175m/s^2  |
    78.3s     |522.9293m      | 0.0169m/s    | 0.0137m/s^2  | 522.9936m      | 0.0200m/s^2  |
    78.4s     |522.9330m      | 0.0174m/s    | 0.0137m/s^2  | 523.0234m      | 0.0161m/s^2  |
    78.5s     |522.9372m      | 0.0178m/s    | 0.0137m/s^2  | 523.0234m      | 0.0178m/s^2  |
    78.6s     |522.9414m      | 0.0188m/s    | 0.0136m/s^2  | 523.0381m      | 0.0192m/s^2  |
    78.7s     |522.9461m      | 0.0195m/s    | 0.0136m/s^2  | 523.0682m      | 0.0176m/s^2  |
    78.8s     |522.9510m      | 0.0206m/s    | 0.0136m/s^2  | 523.0682m      | 0.0149m/s^2  |
    78.9s     |522.9568m      | 0.0213m/s    | 0.0136m/s^2  | 523.1281m      | 0.0130m/s^2  |
    79.0s     |522.9635m      | 0.0217m/s    | 0.0135m/s^2  | 523.1281m      | 0.0087m/s^2  |
    79.1s     |522.9700m      | 0.0224m/s    | 0.0135m/s^2  | 523.1099m      | 0.0190m/s^2  |
    79.2s     |522.9757m      | 0.0239m/s    | 0.0135m/s^2  | 523.1099m      | 0.0282m/s^2  |
    79.3s     |522.9816m      | 0.0253m/s    | 0.0134m/s^2  | 523.1246m      | 0.0161m/s^2  |
    79.4s     |522.9877m      | 0.0254m/s    | 0.0134m/s^2  | 523.1246m      | 0.0073m/s^2  |
    79.5s     |522.9941m      | 0.0258m/s    | 0.0134m/s^2  | 523.1400m      | 0.0166m/s^2  |
    79.6s     |522.9998m      | 0.0265m/s    | 0.0134m/s^2  | 523.1099m      | 0.0157m/s^2  |
    79.7s     |523.0053m      | 0.0269m/s    | 0.0133m/s^2  | 523.1246m      | 0.0134m/s^2  |
    79.8s     |523.0108m      | 0.0274m/s    | 0.0133m/s^2  | 523.1099m      | 0.0186m/s^2  |
    79.9s     |523.0160m      | 0.0282m/s    | 0.0133m/s^2  | 523.1099m      | 0.0226m/s^2  |
    80.0s     |523.0208m      | 0.0292m/s    | 0.0133m/s^2  | 523.0473m      | 0.0266m/s^2  |
    80.1s     |523.0240m      | 0.0303m/s    | 0.0133m/s^2  | 523.0326m      | 0.0209m/s^2  |
    80.2s     |523.0276m      | 0.0307m/s    | 0.0133m/s^2  | 523.0473m      | 0.0185m/s^2  |
    80.3s     |523.0311m      | 0.0316m/s    | 0.0133m/s^2  | 523.0473m      | 0.0249m/s^2  |
    80.4s     |523.0347m      | 0.0324m/s    | 0.0133m/s^2  | 523.0473m      | 0.0178m/s^2  |
    80.5s     |523.0394m      | 0.0328m/s    | 0.0133m/s^2  | 523.1072m      | 0.0137m/s^2  |
    80.6s     |523.0445m      | 0.0336m/s    | 0.0132m/s^2  | 523.1366m      | 0.0221m/s^2  |
    80.7s     |523.0501m      | 0.0340m/s    | 0.0132m/s^2  | 523.1366m      | 0.0094m/s^2  |
    80.8s     |523.0558m      | 0.0340m/s    | 0.0132m/s^2  | 523.1667m      | 0.0089m/s^2  |
    80.9s     |523.0621m      | 0.0336m/s    | 0.0132m/s^2  | 523.1965m      | 0.0063m/s^2  |
    81.0s     |523.0691m      | 0.0338m/s    | 0.0132m/s^2  | 523.1965m      | 0.0124m/s^2  |
    81.1s     |523.0759m      | 0.0347m/s    | 0.0131m/s^2  | 523.2413m      | 0.0216m/s^2  |
    81.2s     |523.0837m      | 0.0357m/s    | 0.0131m/s^2  | 523.2560m      | 0.0192m/s^2  |
    81.3s     |523.0918m      | 0.0370m/s    | 0.0131m/s^2  | 523.2861m      | 0.0159m/s^2  |
    81.4s     |523.1003m      | 0.0373m/s    | 0.0130m/s^2  | 523.2861m      | 0.0100m/s^2  |
    81.5s     |523.1091m      | 0.0380m/s    | 0.0130m/s^2  | 523.2861m      | 0.0152m/s^2  |
    81.6s     |523.1173m      | 0.0391m/s    | 0.0129m/s^2  | 523.2861m      | 0.0224m/s^2  |
    81.7s     |523.1247m      | 0.0400m/s    | 0.0129m/s^2  | 523.2266m      | 0.0178m/s^2  |
    81.8s     |523.1311m      | 0.0405m/s    | 0.0129m/s^2  | 523.2115m      | 0.0139m/s^2  |
    81.9s     |523.1367m      | 0.0410m/s    | 0.0129m/s^2  | 523.1667m      | 0.0138m/s^2  |
    82.0s     |523.1415m      | 0.0421m/s    | 0.0129m/s^2  | 523.1520m      | 0.0250m/s^2  |
    82.1s     |523.1457m      | 0.0425m/s    | 0.0129m/s^2  | 523.1366m      | 0.0100m/s^2  |
    82.2s     |523.1494m      | 0.0420m/s    | 0.0129m/s^2  | 523.1072m      | 0.0106m/s^2  |
    82.3s     |523.1522m      | 0.0420m/s    | 0.0129m/s^2  | 523.0921m      | 0.0126m/s^2  |
    82.4s     |523.1552m      | 0.0419m/s    | 0.0129m/s^2  | 523.1219m      | 0.0125m/s^2  |
    82.5s     |523.1584m      | 0.0417m/s    | 0.0129m/s^2  | 523.1072m      | 0.0137m/s^2  |
    82.6s     |523.1610m      | 0.0419m/s    | 0.0129m/s^2  | 523.0921m      | 0.0182m/s^2  |
    82.7s     |523.1634m      | 0.0415m/s    | 0.0129m/s^2  | 523.0921m      | 0.0090m/s^2  |
    82.8s     |523.1657m      | 0.0414m/s    | 0.0130m/s^2  | 523.0921m      | 0.0145m/s^2  |
    82.9s     |523.1679m      | 0.0406m/s    | 0.0130m/s^2  | 523.0921m      |-0.0002m/s^2  |
    83.0s     |523.1703m      | 0.0394m/s    | 0.0130m/s^2  | 523.0921m      | 0.0114m/s^2  |
    83.1s     |523.1730m      | 0.0386m/s    | 0.0130m/s^2  | 523.1246m      | 0.0062m/s^2  |
    83.2s     |523.1756m      | 0.0376m/s    | 0.0130m/s^2  | 523.1246m      | 0.0045m/s^2  |
    83.3s     |523.1774m      | 0.0370m/s    | 0.0130m/s^2  | 523.0952m      | 0.0150m/s^2  |
    83.4s     |523.1785m      | 0.0368m/s    | 0.0130m/s^2  | 523.0655m      | 0.0108m/s^2  |
    83.5s     |523.1797m      | 0.0362m/s    | 0.0131m/s^2  | 523.1127m      | 0.0139m/s^2  |
    83.6s     |523.1818m      | 0.0367m/s    | 0.0131m/s^2  | 523.1127m      | 0.0190m/s^2  |
    83.7s     |523.1844m      | 0.0366m/s    | 0.0131m/s^2  | 523.1575m      | 0.0140m/s^2  |
    83.8s     |523.1883m      | 0.0371m/s    | 0.0131m/s^2  | 523.2023m      | 0.0218m/s^2  |
    83.9s     |523.1918m      | 0.0373m/s    | 0.0131m/s^2  | 523.1400m      | 0.0129m/s^2  |
    84.0s     |523.1940m      | 0.0372m/s    | 0.0131m/s^2  | 523.1246m      | 0.0162m/s^2  |
    84.1s     |523.1958m      | 0.0373m/s    | 0.0131m/s^2  | 523.1246m      | 0.0177m/s^2  |
    84.2s     |523.1980m      | 0.0375m/s    | 0.0131m/s^2  | 523.1400m      | 0.0157m/s^2  |
    84.3s     |523.2004m      | 0.0370m/s    | 0.0131m/s^2  | 523.1400m      | 0.0152m/s^2  |
    84.4s     |523.2027m      | 0.0372m/s    | 0.0132m/s^2  | 523.1547m      | 0.0205m/s^2  |
    84.5s     |523.2055m      | 0.0366m/s    | 0.0132m/s^2  | 523.1694m      | 0.0031m/s^2  |
    84.6s     |523.2081m      | 0.0356m/s    | 0.0132m/s^2  | 523.1694m      | 0.0074m/s^2  |
    84.7s     |523.2106m      | 0.0342m/s    | 0.0132m/s^2  | 523.1694m      |-0.0036m/s^2  |
    84.8s     |523.2131m      | 0.0321m/s    | 0.0132m/s^2  | 523.1694m      | 0.0040m/s^2  |
    84.9s     |523.2146m      | 0.0316m/s    | 0.0132m/s^2  | 523.1400m      | 0.0168m/s^2  |
    85.0s     |523.2155m      | 0.0321m/s    | 0.0132m/s^2  | 523.1099m      | 0.0193m/s^2  |
    85.1s     |523.2160m      | 0.0322m/s    | 0.0132m/s^2  | 523.1246m      | 0.0181m/s^2  |
    85.2s     |523.2172m      | 0.0315m/s    | 0.0133m/s^2  | 523.1400m      | 0.0039m/s^2  |
    85.3s     |523.2187m      | 0.0307m/s    | 0.0133m/s^2  | 523.1547m      | 0.0115m/s^2  |
    85.4s     |523.2196m      | 0.0301m/s    | 0.0133m/s^2  | 523.1246m      | 0.0110m/s^2  |
    85.5s     |523.2201m      | 0.0299m/s    | 0.0133m/s^2  | 523.1099m      | 0.0074m/s^2  |
    85.6s     |523.2205m      | 0.0292m/s    | 0.0133m/s^2  | 523.1246m      | 0.0051m/s^2  |
    85.7s     |523.2211m      | 0.0284m/s    | 0.0133m/s^2  | 523.1547m      | 0.0128m/s^2  |
    85.8s     |523.2223m      | 0.0282m/s    | 0.0134m/s^2  | 523.1547m      | 0.0143m/s^2  |
    85.9s     |523.2226m      | 0.0284m/s    | 0.0134m/s^2  | 523.0921m      | 0.0217m/s^2  |
    86.0s     |523.2217m      | 0.0289m/s    | 0.0134m/s^2  | 523.0624m      | 0.0276m/s^2  |
    86.1s     |523.2206m      | 0.0290m/s    | 0.0134m/s^2  | 523.0624m      | 0.0172m/s^2  |
    86.2s     |523.2198m      | 0.0290m/s    | 0.0135m/s^2  | 523.0921m      | 0.0244m/s^2  |
    86.3s     |523.2186m      | 0.0300m/s    | 0.0135m/s^2  | 523.0422m      | 0.0280m/s^2  |
    86.4s     |523.2175m      | 0.0310m/s    | 0.0135m/s^2  | 523.0569m      | 0.0270m/s^2  |
    86.5s     |523.2165m      | 0.0313m/s    | 0.0136m/s^2  | 523.0422m      | 0.0208m/s^2  |
    86.6s     |523.2150m      | 0.0311m/s    | 0.0136m/s^2  | 523.0271m      | 0.0192m/s^2  |
    86.7s     |523.2136m      | 0.0312m/s    | 0.0136m/s^2  | 523.0271m      | 0.0207m/s^2  |
    86.8s     |523.2123m      | 0.0312m/s    | 0.0137m/s^2  | 523.0720m      | 0.0187m/s^2  |
    86.9s     |523.2120m      | 0.0317m/s    | 0.0137m/s^2  | 523.0870m      | 0.0207m/s^2  |
    87.0s     |523.2121m      | 0.0315m/s    | 0.0137m/s^2  | 523.1168m      | 0.0153m/s^2  |
    87.1s     |523.2131m      | 0.0314m/s    | 0.0137m/s^2  | 523.1315m      | 0.0150m/s^2  |
    87.2s     |523.2146m      | 0.0315m/s    | 0.0138m/s^2  | 523.1616m      | 0.0246m/s^2  |
    87.3s     |523.2165m      | 0.0319m/s    | 0.0138m/s^2  | 523.1616m      | 0.0192m/s^2  |
    87.4s     |523.2183m      | 0.0316m/s    | 0.0138m/s^2  | 523.1763m      | 0.0146m/s^2  |
    87.5s     |523.2210m      | 0.0321m/s    | 0.0138m/s^2  | 523.2060m      | 0.0204m/s^2  |
    87.6s     |523.2237m      | 0.0328m/s    | 0.0138m/s^2  | 523.2060m      | 0.0232m/s^2  |
    87.7s     |523.2265m      | 0.0335m/s    | 0.0138m/s^2  | 523.2060m      | 0.0193m/s^2  |
    87.8s     |523.2294m      | 0.0336m/s    | 0.0138m/s^2  | 523.2208m      | 0.0137m/s^2  |
    87.9s     |523.2324m      | 0.0340m/s    | 0.0138m/s^2  | 523.2060m      | 0.0191m/s^2  |
    88.0s     |523.2356m      | 0.0347m/s    | 0.0138m/s^2  | 523.2208m      | 0.0219m/s^2  |
    88.1s     |523.2386m      | 0.0353m/s    | 0.0138m/s^2  | 523.2060m      | 0.0241m/s^2  |
    88.2s     |523.2412m      | 0.0351m/s    | 0.0138m/s^2  | 523.1910m      | 0.0090m/s^2  |
    88.3s     |523.2430m      | 0.0341m/s    | 0.0138m/s^2  | 523.1616m      | 0.0058m/s^2  |
    88.4s     |523.2439m      | 0.0333m/s    | 0.0138m/s^2  | 523.1315m      | 0.0157m/s^2  |
    88.5s     |523.2447m      | 0.0336m/s    | 0.0139m/s^2  | 523.1462m      | 0.0185m/s^2  |
    88.6s     |523.2456m      | 0.0331m/s    | 0.0139m/s^2  | 523.1462m      | 0.0011m/s^2  |
    88.7s     |523.2463m      | 0.0323m/s    | 0.0139m/s^2  | 523.1462m      | 0.0090m/s^2  |
    88.8s     |523.2469m      | 0.0317m/s    | 0.0139m/s^2  | 523.1616m      | 0.0146m/s^2  |
    88.9s     |523.2479m      | 0.0312m/s    | 0.0139m/s^2  | 523.1616m      | 0.0008m/s^2  |
    89.0s     |523.2488m      | 0.0298m/s    | 0.0140m/s^2  | 523.1616m      | 0.0069m/s^2  |
    89.1s     |523.2491m      | 0.0293m/s    | 0.0140m/s^2  | 523.1315m      | 0.0170m/s^2  |
    89.2s     |523.2484m      | 0.0294m/s    | 0.0140m/s^2  | 523.1017m      | 0.0231m/s^2  |
    89.3s     |523.2479m      | 0.0297m/s    | 0.0140m/s^2  | 523.1017m      | 0.0142m/s^2  |
    89.4s     |523.2473m      | 0.0296m/s    | 0.0141m/s^2  | 523.1168m      | 0.0186m/s^2  |
    89.5s     |523.2466m      | 0.0294m/s    | 0.0141m/s^2  | 523.1017m      | 0.0123m/s^2  |
    89.6s     |523.2461m      | 0.0286m/s    | 0.0141m/s^2  | 523.1017m      | 0.0117m/s^2  |
    89.7s     |523.2451m      | 0.0278m/s    | 0.0142m/s^2  | 523.0870m      | 0.0135m/s^2  |
    89.8s     |523.2444m      | 0.0277m/s    | 0.0142m/s^2  | 523.0569m      | 0.0191m/s^2  |
    89.9s     |523.2425m      | 0.0272m/s    | 0.0142m/s^2  | 523.0569m      | 0.0106m/s^2  |
    90.0s     |523.2401m      | 0.0265m/s    | 0.0143m/s^2  | 523.0422m      | 0.0186m/s^2  |
    90.1s     |523.2372m      | 0.0263m/s    | 0.0143m/s^2  | 523.0121m      | 0.0172m/s^2  |
    90.2s     |523.2344m      | 0.0254m/s    | 0.0144m/s^2  | 523.0271m      | 0.0137m/s^2  |
    90.3s     |523.2319m      | 0.0248m/s    | 0.0144m/s^2  | 523.0422m      | 0.0187m/s^2  |
    90.4s     |523.2296m      | 0.0249m/s    | 0.0144m/s^2  | 523.0422m      | 0.0189m/s^2  |
    90.5s     |523.2277m      | 0.0244m/s    | 0.0145m/s^2  | 523.0720m      | 0.0183m/s^2  |
    90.6s     |523.2264m      | 0.0250m/s    | 0.0145m/s^2  | 523.0870m      | 0.0245m/s^2  |
    90.7s     |523.2254m      | 0.0255m/s    | 0.0145m/s^2  | 523.1017m      | 0.0210m/s^2  |
    90.8s     |523.2251m      | 0.0258m/s    | 0.0145m/s^2  | 523.1315m      | 0.0226m/s^2  |
    90.9s     |523.2253m      | 0.0259m/s    | 0.0146m/s^2  | 523.1462m      | 0.0161m/s^2  |
    91.0s     |523.2257m      | 0.0257m/s    | 0.0146m/s^2  | 523.1315m      | 0.0140m/s^2  |
    91.1s     |523.2259m      | 0.0258m/s    | 0.0146m/s^2  | 523.1315m      | 0.0200m/s^2  |
    91.2s     |523.2259m      | 0.0254m/s    | 0.0146m/s^2  | 523.1168m      | 0.0102m/s^2  |
    91.3s     |523.2256m      | 0.0242m/s    | 0.0146m/s^2  | 523.1168m      | 0.0077m/s^2  |
    91.4s     |523.2251m      | 0.0234m/s    | 0.0147m/s^2  | 523.1017m      | 0.0127m/s^2  |
    91.5s     |523.2245m      | 0.0229m/s    | 0.0147m/s^2  | 523.1017m      | 0.0184m/s^2  |
    91.6s     |523.2244m      | 0.0222m/s    | 0.0147m/s^2  | 523.1017m      | 0.0081m/s^2  |
    91.7s     |523.2247m      | 0.0216m/s    | 0.0147m/s^2  | 523.1667m      | 0.0104m/s^2  |
    91.8s     |523.2249m      | 0.0205m/s    | 0.0147m/s^2  | 523.1366m      | 0.0095m/s^2  |
    91.9s     |523.2245m      | 0.0202m/s    | 0.0148m/s^2  | 523.1366m      | 0.0185m/s^2  |
    92.0s     |523.2245m      | 0.0199m/s    | 0.0148m/s^2  | 523.1520m      | 0.0125m/s^2  |
    92.1s     |523.2247m      | 0.0189m/s    | 0.0148m/s^2  | 523.1520m      | 0.0117m/s^2  |
    92.2s     |523.2255m      | 0.0194m/s    | 0.0148m/s^2  | 523.1995m      | 0.0255m/s^2  |
    92.3s     |523.2264m      | 0.0193m/s    | 0.0148m/s^2  | 523.1547m      | 0.0122m/s^2  |
    92.4s     |523.2260m      | 0.0193m/s    | 0.0148m/s^2  | 523.0473m      | 0.0213m/s^2  |
    92.5s     |523.2242m      | 0.0190m/s    | 0.0149m/s^2  | 523.0473m      | 0.0160m/s^2  |
    92.6s     |523.2226m      | 0.0184m/s    | 0.0149m/s^2  | 523.0952m      | 0.0099m/s^2  |
    92.7s     |523.2212m      | 0.0180m/s    | 0.0149m/s^2  | 523.0624m      | 0.0144m/s^2  |
    92.8s     |523.2190m      | 0.0172m/s    | 0.0149m/s^2  | 523.0624m      | 0.0081m/s^2  |
    92.9s     |523.2170m      | 0.0167m/s    | 0.0150m/s^2  | 523.0624m      | 0.0188m/s^2  |
    93.0s     |523.2147m      | 0.0159m/s    | 0.0150m/s^2  | 523.0624m      | 0.0050m/s^2  |
    93.1s     |523.2126m      | 0.0145m/s    | 0.0150m/s^2  | 523.0774m      | 0.0120m/s^2  |
    93.2s     |523.2106m      | 0.0141m/s    | 0.0151m/s^2  | 523.0624m      | 0.0200m/s^2  |
    93.3s     |523.2083m      | 0.0136m/s    | 0.0151m/s^2  | 523.0774m      | 0.0162m/s^2  |
    93.4s     |523.2052m      | 0.0136m/s    | 0.0151m/s^2  | 523.0121m      | 0.0187m/s^2  |
    93.5s     |523.2019m      | 0.0133m/s    | 0.0152m/s^2  | 523.0422m      | 0.0197m/s^2  |
    93.6s     |523.1999m      | 0.0131m/s    | 0.0152m/s^2  | 523.1017m      | 0.0189m/s^2  |
    93.7s     |523.1991m      | 0.0140m/s    | 0.0152m/s^2  | 523.1168m      | 0.0313m/s^2  |
    93.8s     |523.1973m      | 0.0145m/s    | 0.0152m/s^2  | 523.0665m      | 0.0199m/s^2  |
    93.9s     |523.1959m      | 0.0145m/s    | 0.0153m/s^2  | 523.0962m      | 0.0173m/s^2  |
    94.0s     |523.1945m      | 0.0143m/s    | 0.0153m/s^2  | 523.0812m      | 0.0204m/s^2  |
    94.1s     |523.1918m      | 0.0144m/s    | 0.0153m/s^2  | 523.0213m      | 0.0219m/s^2  |
    94.2s     |523.1890m      | 0.0144m/s    | 0.0153m/s^2  | 523.0213m      | 0.0197m/s^2  |
    94.3s     |523.1856m      | 0.0144m/s    | 0.0154m/s^2  | 522.9916m      | 0.0225m/s^2  |
    94.4s     |523.1820m      | 0.0143m/s    | 0.0154m/s^2  | 522.9416m      | 0.0235m/s^2  |
    94.5s     |523.1774m      | 0.0139m/s    | 0.0155m/s^2  | 522.9416m      | 0.0113m/s^2  |
    94.6s     |523.1725m      | 0.0125m/s    | 0.0155m/s^2  | 522.9266m      | 0.0071m/s^2  |
    94.7s     |523.1670m      | 0.0113m/s    | 0.0156m/s^2  | 522.9115m      | 0.0105m/s^2  |
    94.8s     |523.1617m      | 0.0108m/s    | 0.0156m/s^2  | 522.9115m      | 0.0232m/s^2  |
    94.9s     |523.1567m      | 0.0104m/s    | 0.0157m/s^2  | 522.9115m      | 0.0163m/s^2  |
    95.0s     |523.1515m      | 0.0099m/s    | 0.0157m/s^2  | 522.8968m      | 0.0190m/s^2  |
    95.1s     |523.1466m      | 0.0093m/s    | 0.0158m/s^2  | 522.9266m      | 0.0200m/s^2  |
    95.2s     |523.1416m      | 0.0094m/s    | 0.0158m/s^2  | 522.9115m      | 0.0280m/s^2  |
    95.3s     |523.1375m      | 0.0091m/s    | 0.0159m/s^2  | 522.9416m      | 0.0088m/s^2  |
    95.4s     |523.1334m      | 0.0083m/s    | 0.0159m/s^2  | 522.9266m      | 0.0146m/s^2  |
    95.5s     |523.1290m      | 0.0075m/s    | 0.0159m/s^2  | 522.9266m      | 0.0152m/s^2  |
    95.6s     |523.1248m      | 0.0064m/s    | 0.0160m/s^2  | 522.9416m      | 0.0109m/s^2  |
    95.7s     |523.1209m      | 0.0063m/s    | 0.0160m/s^2  | 522.9563m      | 0.0173m/s^2  |
    95.8s     |523.1174m      | 0.0059m/s    | 0.0160m/s^2  | 522.9710m      | 0.0169m/s^2  |
    95.9s     |523.1142m      | 0.0054m/s    | 0.0161m/s^2  | 522.9563m      | 0.0088m/s^2  |
    96.0s     |523.1107m      | 0.0042m/s    | 0.0161m/s^2  | 522.9416m      | 0.0153m/s^2  |
    96.1s     |523.1065m      | 0.0034m/s    | 0.0161m/s^2  | 522.9115m      | 0.0107m/s^2  |
    96.2s     |523.1018m      | 0.0030m/s    | 0.0162m/s^2  | 522.9266m      | 0.0224m/s^2  |
    96.3s     |523.0976m      | 0.0022m/s    | 0.0162m/s^2  | 522.9115m      | 0.0126m/s^2  |
    96.4s     |523.0930m      | 0.0016m/s    | 0.0163m/s^2  | 522.8968m      | 0.0196m/s^2  |
    96.5s     |523.0883m      | 0.0014m/s    | 0.0163m/s^2  | 522.9115m      | 0.0207m/s^2  |
    96.6s     |523.0849m      | 0.0014m/s    | 0.0163m/s^2  | 522.9618m      | 0.0228m/s^2  |
    96.7s     |523.0820m      | 0.0006m/s    | 0.0163m/s^2  | 522.9468m      | 0.0089m/s^2  |
    96.8s     |523.0789m      |-0.0003m/s    | 0.0164m/s^2  | 522.9618m      | 0.0124m/s^2  |
    96.9s     |523.0751m      |-0.0015m/s    | 0.0164m/s^2  | 522.9266m      | 0.0088m/s^2  |
    97.0s     |523.0723m      |-0.0027m/s    | 0.0164m/s^2  | 523.0066m      | 0.0073m/s^2  |
    97.1s     |523.0703m      |-0.0037m/s    | 0.0164m/s^2  | 523.0066m      | 0.0098m/s^2  |
    97.2s     |523.0680m      |-0.0041m/s    | 0.0164m/s^2  | 522.9916m      | 0.0157m/s^2  |
    97.3s     |523.0647m      |-0.0041m/s    | 0.0165m/s^2  | 522.9416m      | 0.0229m/s^2  |
    97.4s     |523.0612m      |-0.0042m/s    | 0.0165m/s^2  | 522.9266m      | 0.0155m/s^2  |
    97.5s     |523.0574m      |-0.0051m/s    | 0.0165m/s^2  | 522.9416m      | 0.0109m/s^2  |
    97.6s     |523.0544m      |-0.0055m/s    | 0.0165m/s^2  | 522.9864m      | 0.0163m/s^2  |
