Tempo (ms)		Leitura
42975		0.670860
43000		0.477379
43025		0.566734
43050		0.498497
43075		0.836876
43100		0.718407
43125		0.855370
43150		0.566734
43175		0.617455
43200		0.573570
43225		0.697838
43250		0.608971
43275		0.771812
43300		0.371117
43325		0.377953
43350		0.585716
43375		0.511192
43400		0.659752
43425		0.669273
43450		0.832115
43475		0.585716
43500		0.674583
43525		0.654442
43550		0.832115
43575		0.846886
43600		0.769737
43625		0.846886
43650		0.852684
43675		0.846886
43700		0.941551
43725		0.972191
43750		0.764977
43775		0.823631
43800		0.906090
43825		0.659752
43850		0.550316
43875		0.624352
43900		0.608971
43925		0.882835
43950		0.689903
43975		0.734825
44000		0.592613
44025		0.904503
44050		0.717369
44075		0.562462
44100		0.734825
44125		0.458885
44150		0.497459
44175		0.729515
44200		0.747520
44225		0.629112
44250		1.053612
44275		0.753319
44300		0.816246
44325		0.683006
44350		0.929344
44375		0.715782
44400		0.857445
44425		0.679832
44450		0.643333
44475		1.012901
44500		0.982750
44525		0.786095
44550		0.925682
44575		0.679832
44600		0.650230
44625		0.712608
44650		0.870140
44675		0.923546
44700		1.032982
44725		1.101707
44750		0.726891
44775		1.048302
44800		0.638084
44825		0.804588
44850		0.475243
44875		0.870140
44900		0.605309
44925		0.747520
44950		0.961082
44975		0.875999
45000		0.967979
45025		0.741722
45050		0.608482
45075		0.849022
45100		0.814110
45125		0.917748
45150		0.751183
45175		0.662926
45200		0.662926
45225		0.633873
45250		0.808311
45275		0.826805
45300		0.662926
45325		0.570946
45350		0.654442
45375		0.662926
45400		0.767601
45425		0.511192
45450		0.466820
45475		0.393333
45500		0.456200
45525		0.608971
45550		0.719505
45575		0.662926
45600		0.471031
45625		0.514915
45650		0.484764
45675		0.307152
45700		0.365807
45725		0.570946
45750		0.603722
45775		0.491112
45800		0.455162
45825		0.321922
45850		0.461510
45875		0.363182
45900		0.446190
45925		0.529686
45950		0.662926
45975		0.514915
46000		0.261681
46025		0.365807
46050		0.692528
46075		0.499596
46100		0.291283
46125		0.410728
46150		0.352074
46175		0.381676
46200		0.417076
46225		0.357384
46250		0.187645
46275		0.535545
46300		0.291832
46325		0.410728
46350		0.307152
46375		0.499596
46400		0.574120
46425		0.727928
46450		0.336754
46475		0.639122
46500		0.491112
46525		0.307152
46550		0.417076
46575		0.713646
46600		0.529686
46625		0.692528
46650		0.588402
46675		0.752281
46700		0.470482
46725		0.743309
46750		0.440880
46775		0.499046
46800		0.795616
46825		0.722679
46850		-0.130043
46875		0.068749
46900		0.291832
46925		0.455162
46950		0.217796
46975		0.491112
47000		0.187645
47025		0.482140
47050		0.585716
47075		0.401268
47100		0.484764
47125		0.461510
47150		0.541344
47175		0.408104
47200		0.273827
47225		0.447777
47250		0.476280
47275		0.417625
47300		0.387474
47325		0.357384
47350		0.387474
47375		0.224693
47400		0.284386
47425		0.215172
47450		0.394371
47475		0.459374
47500		-0.011635
47525		0.240013
47550		0.008995
47575		0.088280
47600		0.536583
47625		0.058189
47650		0.438805
47675		0.165978
47700		0.165978
47725		0.162804
47750		0.141136
47775		-0.074501
47800		0.097801
47825		0.147484
47850		-0.104652
47875		0.117882
47900		0.162804
47925		0.043358
47950		0.373741
47975		-0.036476
48000		-0.208778
48025		0.133202
48050		0.177086
48075		0.364220
48100		0.245323
48125		-0.066566
48150		0.353111
48175		-0.080360
48200		0.175011
48225		0.278587
48250		-0.113136
48275		-0.166481
48300		0.382713
48325		0.030113
48350		0.030113
48375		-0.059730
48400		-0.171791
48425		0.119469
48450		0.158043
48475		0.074547
48500		-0.014259
48525		0.422386
48550		0.493736
48575		0.289146
48600		0.051842
48625		0.300255
48650		0.096214
48675		0.289146
48700		0.096214
48725		0.244774
48750		0.003197
48775		0.226280
48800		0.300255
48825		-0.171242
48850		0.333580
48875		0.022240
48900		0.348351
48925		0.042809
48950		0.019066
48975		-0.045998
49000		-0.144325
49025		-0.141640
49050		0.152245
49075		-0.417091
49100		-0.188148
49125		-0.779152
49150		-0.262184
49175		-0.048622
49200		-0.390114
49225		-0.479408
49250		-0.627418
49275		0.010582
49300		-0.084022
49325		0.049706
49350		-0.025368
49375		0.079308
49400		0.048668
49425		0.033287
49450		0.033287
49475		0.137474
49500		-0.274330
49525		-0.246864
49550		-0.357887
49575		-0.402809
49600		-0.456154
49625		-0.610512
49650		-0.342506
49675		-0.476784
49700		-0.588844
49725		-0.374794
49750		-0.241554
49775		-0.381142
49800		-0.528603
49825		-0.618996
49850		-0.309730
49875		-0.256386
49900		0.034874
49925		-0.039650
49950		-0.113625
49975		0.128990
50000		-0.321388
50025		-0.202980
50050		-0.217751
50075		0.049706
50100		-0.161720
50125		0.203514
50150		0.075584
50175		0.010582
50200		0.070335
50225		0.049706
50250		-0.010536
50275		-0.010536
50300		-0.010536
50325		-0.188148
50350		0.197716
50375		-0.084022
50400		-0.248451
50425		-0.574074
50450		-0.352028
50475		-0.456154
50500		-0.381142
50525		-0.122658
50550		-0.535439
50575		-0.256386
50600		-0.033791
50625		-0.330360
50650		-0.271706
50675		-0.493690
50700		-0.390114
50725		-0.320839
50750		-0.264809
50775		-0.463600
50800		-0.532814
50825		-0.339333
50850		-0.500587
50875		-0.582497
50900		-0.350990
50925		-0.350990
50950		-0.321388
50975		-0.307106
51000		-0.182899
51025		-0.277504
51050		-0.292335
51075		-0.395912
51100		-0.217751
51125		-0.220924
51150		-0.004189
51175		-0.383766
51200		-0.439796
51225		-0.202980
51250		-0.507973
51275		-0.336708
51300		-0.365761
51325		-0.365761
51350		-0.428688
51375		-0.206154
51400		-0.306557
51425		-0.528603
51450		-0.493690
51475		-0.606850
51500		-0.680275
51525		-0.255836
51550		-0.455116
51575		-0.552895
51600		-0.374245
51625		-0.656532
51650		-0.419167
51675		-0.537025
51700		-0.492653
51725		-0.382179
51750		-0.332497
51775		-0.442421
51800		-0.189735
51825		-0.567177
51850		-0.605263
51875		-0.877968
51900		-0.516457
51925		-0.245766
51950		-0.316627
51975		-0.456703
52000		-0.245766
52025		-0.640663
52050		-0.397499
52075		-0.610512
52100		-0.382179
52125		-0.432899
52150		-0.546059
52175		-0.492653
52200		-0.599953
52225		-0.782875
52250		-0.477333
52275		-0.658607
52300		-0.634865
52325		-0.614235
52350		-0.450905
52375		-0.397499
52400		-0.299171
52425		-0.279091
52450		-0.628517
52475		-0.511147
52500		-0.465675
52525		-0.664955
52550		-0.700417
52575		-0.581459
52600		-0.649635
52625		-0.397499
52650		-0.554481
52675		-0.551857
52700		-0.614235
52725		-0.688759
52750		-0.688759
52775		-0.448219
52800		-0.614235
52825		-0.610512
52850		-0.658607
52875		-0.843117
52900		-0.851540
52925		-0.843117
52950		-0.448219
52975		-0.803444
53000		-0.595741
53025		-0.851540
53050		-0.397499
53075		-0.670265
53100		-0.625832
53125		-0.729958
53150		-0.792885
53175		-0.530739
53200		-0.975746
53225		-0.768593
53250		-0.539711
53275		-0.777565
53300		-0.450905
53325		-0.495827
53350		-0.599953
53375		-0.546547
53400		-0.670265
53425		-0.599953
53450		-0.747414
53475		-0.453529
53500		-0.625832
53525		-0.527565
53550		-0.337746
53575		-0.200355
53600		-0.477333
53625		-0.462501
53650		-0.465675
53675		-0.688759
53700		-0.610512
53725		-0.584633
53750		-0.495827
53775		-0.614235
53800		-0.569801
53825		-0.634865
53850		-0.530739
53875		-0.477333
53900		-0.525429
53925		-0.418129
53950		-0.718361
53975		-0.777565
54000		-0.744789
54025		-0.729958
54050		-0.833595
54075		-0.694069
54100		-0.661293
54125		-0.912880
54150		-1.103188
54175		-0.859474
54200		-0.740578
54225		-0.806129
54250		-0.835731
54275		-0.829384
54300		-0.874794
54325		-0.452980
54350		-0.764870
54375		-0.735268
54400		-0.912880
54425		-0.475197
54450		-0.770668
54475		-0.542335
54500		-0.379005
54525		-0.557655
54550		-0.800270
54575		-0.562965
54600		-0.416542
54625		-0.542335
54650		-0.616371
54675		-0.725746
54700		-0.844704
54725		-0.631142
54750		-0.814552
54775		-0.675514
54800		-0.681862
54825		-0.776527
54850		-0.527565
54875		-0.542335
54900		-0.444008
54925		-0.571938
54950		-0.577736
54975		-0.627968
55000		-0.449806
55025		-0.598366
55050		-0.793922
55075		-0.872169
55100		-0.856850
55125		-0.649086
55150		-0.634865
55175		-0.765419
55200		-0.912880
55225		-0.987404
55250		-0.806129
55275		-0.999062
55300		-1.022316
55325		-0.844704
55350		-0.719948
55375		-0.903358
55400		-0.805580
55425		-0.928200
55450		-0.954079
55475		-0.838356
55500		-1.017006
55525		-0.764870
55550		-0.889076
55575		-0.770668
55600		-0.868446
55625		-0.859474
55650		-0.764870
55675		-0.910255
55700		-0.681862
55725		-0.681862
55750		-0.527565
55775		-0.844704
55800		-0.838356
55825		-0.728432
55850		-0.865334
55875		-0.791298
55900		-0.668678
55925		-0.921303
55950		-0.761147
55975		-0.835182
56000		-0.793922
56025		-0.802406
56050		-0.728432
56075		-1.042885
56100		-0.746376
56125		-1.102638
56150		-0.994789
56175		-0.843117
56200		-0.769630
56225		-0.861061
56250		-0.880104
56275		-0.724159
56300		-1.054543
56325		-0.896461
56350		-1.096291
56375		-0.680275
56400		-0.822487
56425		-0.935585
56450		-0.822487
56475		-1.030739
56500		-0.970497
56525		-0.861061
56550		-0.570351
56575		-0.911842
56600		-0.911842
56625		-0.816689
56650		-0.980019
56675		-0.881691
56700		-0.609474
56725		-1.119545
56750		-0.665504
56775		-0.635353
56800		-0.561378
56825		-0.679787
56850		-0.787086
56875		-0.994789
56900		-0.902321
56925		-1.010109
56950		-0.858437
56975		-0.828285
57000		-0.769630
57025		-0.991127
57050		-0.802406
57075		-0.824623
57100		-0.587257
57125		-1.066139
57150		-0.854225
57175		-0.696693
57200		-0.978432
57225		-0.889626
57250		-0.785988
57275		-1.021217
57300		-0.962013
57325		-1.051369
57350		-0.931923
57375		-1.024391
57400		-1.098915
57425		-1.134315
57450		-1.306679
57475		-0.935585
57500		-1.110023
57525		-0.931923
57550		-0.780189
57575		-1.110023
57600		-1.100502
57625		-1.247475
57650		-0.919777
57675		-0.919777
57700		-1.275490
57725		-1.201454
57750		-0.928749
57775		-0.973122
57800		-1.260170
57825		-1.135902
57850		-1.150734
57875		-1.156532
57900		-1.017555
57925		-1.245338
57950		-1.106361
57975		-1.127480
58000		-1.196205
58025		-0.868996
58050		-1.106361
58075		-1.261757
58100		-1.232155
58125		-1.180885
58150		-1.066139
58175		-1.107399
58200		-1.110023
58225		-1.195106
58250		-1.100502
58275		-1.043434
58300		-1.203590
58325		-1.004860
58350		-1.306679
58375		-1.167091
58400		-1.075661
58425		-1.352089
58450		-1.222084
58475		-1.167091
58500		-1.247963
58525		-0.971535
58550		-1.292397
58575		-1.384865
58600		-1.369545
58625		-1.292397
58650		-1.147560
58675		-1.280739
58700		-1.150734
58725		-1.159218
58750		-1.403358
58775		-1.177162
58800		-1.061928
58825		-0.907082
58850		-1.002724
58875		-1.099464
58900		-1.117958
58925		-1.133278
58950		-1.085182
58975		-1.073036
59000		-1.019630
59025		-1.143837
59050		-1.396522
59075		-1.396522
59100		-1.399696
59125		-1.227394
59150		-1.064064
59175		-1.440895
59200		-1.326210
59225		-1.188759
59250		-1.277565
59275		-1.263344
59300		-1.263344
59325		-1.331520
59350		-1.478981
59375		-1.179787
59400		-1.149696
59425		-1.476295
59450		-1.461525
59475		-1.387001
59500		-1.499550
59525		-1.565102
59550		-1.217873
59575		-1.315102
59600		-1.309303
59625		-1.418678
59650		-1.398598
59675		-1.279701
59700		-1.180885
59725		-1.567238
59750		-1.531288
59775		-1.383278
59800		-1.466286
59825		-1.567787
59850		-1.552406
59875		-1.523354
59900		-1.538185
59925		-1.685646
59950		-1.657082
59975		-1.596840
60000		-1.492714
60025		-1.634865
60050		-1.546059
60075		-1.508034
60100		-1.864784
60125		-1.487404
60150		-1.383278
60175		-1.775978
60200		-1.389137
60225		-1.567787
60250		-1.710487
60275		-1.279701
60300		-1.317726
60325		-1.355812
60350		-1.403908
60375		-1.122169
60400		-1.192482
60425		-1.448280
60450		-1.531288
60475		-1.418678
60500		-1.418678
60525		-1.303505
60550		-1.117958
60575		-1.392311
60600		-1.285011
60625		-1.389137
60650		-1.285011
60675		-1.341042
60700		-1.537086
60725		-1.355812
60750		-1.267006
60775		-1.269630
60800		-1.252235
60825		-1.433510
60850		-1.332558
60875		-1.332558
60900		-1.254860
60925		-1.219948
60950		-1.368507
60975		-1.279701
61000		-1.101601
61025		-1.151772
61050		-1.299782
61075		-1.151772
61100		-1.362709
61125		-1.343666
61150		-1.228981
61175		-1.481056
61200		-1.107399
61225		-1.389137
61250		-1.044472
61275		-1.477882
61300		-1.389137
61325		-1.399696
61350		-1.355812
61375		-1.471046
61400		-1.100502
61425		-1.269630
61450		-1.196205
61475		-1.219460
61500		-1.100502
61525		-1.397011
61550		-1.385414
61575		-1.248512
61600		-1.358986
61625		-1.540810
61650		-1.403908
61675		-1.399696
61700		-1.257484
61725		-1.537086
61750		-1.326210
61775		-1.292885
61800		-1.471046
61825		-1.346291
61850		-1.465248
61875		-1.643349
61900		-1.597877
61925		-1.562477
61950		-1.702003
61975		-1.583595
62000		-1.488502
62025		-1.333595
62050		-1.511757
62075		-1.637001
62100		-1.429787
62125		-1.530251
62150		-1.341042
62175		-1.384865
62200		-1.391762
62225		-1.129616
62250		-1.375893
62275		-1.425575
62300		-1.296059
62325		-1.168678
62350		-1.191933
62375		-1.515968
62400		-1.429787
62425		-1.200417
62450		-1.396522
62475		-1.310890
62500		-1.471046
62525		-1.336769
62550		-1.352089
62575		-1.435646
62600		-1.198280
62625		-1.420265
62650		-1.212563
62675		-1.331520
62700		-1.301918
62725		-1.198280
62750		-1.331520
62775		-0.999062
62800		-0.984779
62825		-1.281288
62850		-1.198280
62875		-1.346291
62900		-1.331520
62925		-1.296059
62950		-1.200417
62975		-1.321999
63000		-1.362709
63025		-1.481605
63050		-1.467323
63075		-1.615883
63100		-1.559853
63125		-1.461525
63150		-1.396522
63175		-1.496925
63200		-1.607399
63225		-1.544472
63250		-1.471046
63275		-1.666603
63300		-1.689857
63325		-1.580421
63350		-1.576210
63375		-1.897560
63400		-1.710487
63425		-1.685646
63450		-1.783913
63475		-1.615334
63500		-1.540810
63525		-1.641212
63550		-1.585731
63575		-1.533913
63600		-1.669228
63625		-1.540810
63650		-1.491676
63675		-1.565102
63700		-1.669228
63725		-1.496925
63750		-1.621132
63775		-1.520180
63800		-1.446205
63825		-1.443031
63850		-1.505897
63875		-1.565102
63900		-1.491676
63925		-1.505897
63950		-1.576210
63975		-1.695106
64000		-1.608986
64025		-1.535011
64050		-1.645424
64075		-1.457802
64100		-1.912331
64125		-1.608986
64150		-1.695106
64175		-1.570900
64200		-1.650734
64225		-1.695106
64250		-1.713112
64275		-1.332558
64300		-1.280251
64325		-1.576210
64350		-1.718910
64375		-1.621132
64400		-1.853188
64425		-1.808754
64450		-1.461525
64475		-1.541359
64500		-1.527077
64525		-1.446205
64550		-1.639137
64575		-1.467323
64600		-1.472084
64625		-1.547646
64650		-1.853188
64675		-1.550331
64700		-1.550331
64725		-1.550331
64750		-1.481605
64775		-1.502235
64800		-1.443031
64825		-1.354225
64850		-1.147011
64875		-1.461525
64900		-1.215187
64925		-1.639137
64950		-1.309303
64975		-1.467323
65000		-1.615883
65025		-1.591042
65050		-1.601051
65075		-1.354225
65100		-1.505897
65125		-1.763344
65150		-1.576210
65175		-1.531837
65200		-1.466835
65225		-1.965736
65250		-1.689857
65275		-1.799232
65300		-1.641212
65325		-1.962013
65350		-1.808266
65375		-1.917091
65400		-1.852638
65425		-1.917091
65450		-1.908668
65475		-1.819862
65500		-1.893349
65525		-2.030251
65550		-1.882790
65575		-1.815651
65600		-1.819862
65625		-2.169777
65650		-1.882790
65675		-1.739540
65700		-1.659706
65725		-1.864235
65750		-1.626930
65775		-1.726845
65800		-1.843666
65825		-2.065651
65850		-1.799232
65875		-1.822487
65900		-2.140175
65925		-2.188271
65950		-2.056129
65975		-1.819862
66000		-1.765419
66025		-1.997475
66050		-1.819862
66075		-1.893349
66100		-1.923439
66125		-1.558266
66150		-1.815651
66175		-1.602089
66200		-1.756447
66225		-2.097877
66250		-1.893349
66275		-1.828346
66300		-2.065651
66325		-1.888039
66350		-1.986366
66375		-2.098427
66400		-2.051369
66425		-1.932472
66450		-1.843666
66475		-1.888039
66500		-1.763344
66525		-1.804543
66550		-1.962013
66575		-2.253273
66600		-2.125343
66625		-1.860573
66650		-1.882790
66675		-2.014870
66700		-2.053505
66725		-1.815651
66750		-1.647560
66775		-1.839394
66800		-1.913918
66825		-1.741676
66850		-1.978432
66875		-1.928749
66900		-2.112160
66925		-2.151222
66950		-2.121681
66975		-1.899147
67000		-2.142250
67025		-2.023354
67050		-2.106850
67075		-1.779701
67100		-1.964699
67125		-1.964699
67150		-2.053505
67175		-2.142250
67200		-2.076759
67225		-2.028664
67250		-2.165504
67275		-2.142250
67300		-2.335182
67325		-2.373207
67350		-2.191444
67375		-2.225258
67400		-1.934547
67425		-2.284462
67450		-2.032875
67475		-2.068275
67500		-1.958351
67525		-1.993202
67550		-1.949379
67575		-2.023354
67600		-1.997475
67625		-2.097877
67650		-1.997475
67675		-2.014870
67700		-1.815651
67725		-1.573036
67750		-2.056129
67775		-2.071449
67800		-1.730019
67825		-1.715736
67850		-1.852638
67875		-1.567238
67900		-1.715736
67925		-1.917091
67950		-1.864235
67975		-1.710487
68000		-1.897560
68025		-1.778664
68050		-1.769142
68075		-2.021767
68100		-1.937721
68125		-2.144936
68150		-1.982155
68175		-1.883827
68200		-1.875893
68225		-1.895424
68250		-1.919228
68275		-1.993202
68300		-1.881203
68325		-1.999550
68350		-2.061378
68375		-2.171852
68400		-2.231056
68425		-2.349464
68450		-2.254311
68475		-2.373207
68500		-2.200905
68525		-2.269630
68550		-2.046059
68575		-2.105263
68600		-2.165504
68625		-2.149635
68650		-2.209389
68675		-2.134865
68700		-2.224159
68725		-2.238441
68750		-2.328285
68775		-2.298195
68800		-2.372169
68825		-2.268043
68850		-2.182411
68875		-2.389626
68900		-2.223122
68925		-2.197243
68950		-2.226845
68975		-2.311928
69000		-2.286049
69025		-1.882790
69050		-2.113747
69075		-2.098427
69100		-2.090492
69125		-2.172890
69150		-2.172890
69175		-2.380104
69200		-2.276527
69225		-2.232643
69250		-2.202492
69275		-2.321449
69300		-2.505348
69325		-2.232643
69350		-2.283363
69375		-2.276527
69400		-2.246925
69425		-2.478920
69450		-2.128517
69475		-2.460976
69500		-2.158119
69525		-2.297646
69550		-2.138039
69575		-2.172890
69600		-2.311928
69625		-2.440346
69650		-2.231056
69675		-2.261696
69700		-2.187172
69725		-2.305580
69750		-2.231056
69775		-2.157570
69800		-2.151772
69825		-2.603126
69850		-2.395424
69875		-2.445656
69900		-2.276527
69925		-2.172401
69950		-2.305580
69975		-2.410194
70000		-2.290749
70025		-2.128517
70050		-2.381142
70075		-2.113747
70100		-2.286049
70125		-2.404945
70150		-2.499001
70175		-2.223122
70200		-2.455666
70225		-2.499001
70250		-2.463600
70275		-2.523842
70300		-2.208839
70325		-2.416542
70350		-2.440346
70375		-2.409157
70400		-2.454079
70425		-2.528053
70450		-2.293922
70475		-2.780678
70500		-2.329872
70525		-2.611061
70550		-2.623756
70575		-2.336220
70600		-2.208839
70625		-2.335182
70650		-2.261696
70675		-2.351540
70700		-2.365822
70725		-2.107887
70750		-2.015968
70775		-2.024940
70800		-2.307167
70825		-2.262794
70850		-2.389626
70875		-2.351540
70900		-2.312965
70925		-2.262794
70950		-2.149635
70975		-2.069862
71000		-2.209389
71025		-2.099464
71050		-2.054543
71075		-2.113747
71100		-2.212013
71125		-2.499001
71150		-2.167641
71175		-2.098427
71200		-2.401222
71225		-2.182411
71250		-2.276527
71275		-1.876930
71300		-1.934547
71325		-2.276527
71350		-2.237953
71375		-2.297646
71400		-2.395424
71425		-2.395424
71450		-2.216774
71475		-2.202492
71500		-2.232643
71525		-2.365272
71550		-2.127968
71575		-2.246925
71600		-2.077248
71625		-2.216774
71650		-2.032875
71675		-2.335182
71700		-2.410194
71725		-2.440346
71750		-2.477333
71775		-2.121681
71800		-2.240578
71825		-2.216286
71850		-2.156532
71875		-2.040260
71900		-2.307716
71925		-2.218361
71950		-2.049232
71975		-2.138039
72000		-1.983192
72025		-2.032875
72050		-1.799232
72075		-1.946205
72100		-2.153358
72125		-1.910805
72150		-1.762245
72175		-1.960426
72200		-2.124306
72225		-2.124306
72250		-2.359474
72275		-2.198830
72300		-2.442970
72325		-2.551857
72350		-2.685036
72375		-2.644325
72400		-2.846230
72425		-2.585121
72450		-2.644325
72475		-2.813454
72500		-2.382729
72525		-2.746864
72550		-2.701393
72575		-2.575661
72600		-2.784889
72625		-2.686623
72650		-2.568214
72675		-2.389626
72700		-2.829323
72725		-2.663368
72750		-2.361061
72775		-2.710915
72800		-2.455666
72825		-2.379005
72850		-2.548134
72875		-2.566139
72900		-2.473610
72925		-2.503212
72950		-2.633217
72975		-2.710915
73000		-2.508522
73025		-2.582497
73050		-2.627968
73075		-2.597816
73100		-2.258522
73125		-2.505348
73150		-2.582497
73175		-2.840919
73200		-2.775917
73225		-2.713051
73250		-2.603615
73275		-2.493690
73300		-2.477333
73325		-2.518532
73350		-2.529152
73375		-2.514870
73400		-2.389626
73425		-2.396461
73450		-2.445656
73475		-2.775917
73500		-2.534950
73525		-2.367958
73550		-2.486855
73575		-2.516945
73600		-2.258522
73625		-2.332558
73650		-2.332558
73675		-2.205177
73700		-2.374306
73725		-2.355751
73750		-2.317177
73775		-2.361061
73800		-2.212563
73825		-2.533363
73850		-2.577248
73875		-2.305031
73900		-2.296059
73925		-2.251686
73950		-2.379005
73975		-2.375893
74000		-2.272255
74025		-2.200905
74050		-2.482643
74075		-2.168190
74100		-2.088356
74125		-1.993202
74150		-2.184547
74175		-2.243751
74200		-2.480507
74225		-2.451454
74250		-2.302956
74275		-2.273354
74300		-2.421852
74325		-2.433449
74350		-2.228920
74375		-2.501625
74400		-2.362648
74425		-2.243751
74450		-2.492104
74475		-2.501625
74500		-2.377480
74525		-2.255897
74550		-2.575661
74575		-2.367958
74600		-2.293922
74625		-2.353676
74650		-2.407570
74675		-2.377480
74700		-2.516945
74725		-2.640663
74750		-2.332558
74775		-2.433449
74800		-2.359474
74825		-2.359474
74850		-2.299782
74875		-2.151772
74900		-2.199867
74925		-2.377480
74950		-2.125343
74975		-2.418678
