
time	altitude	velocity	accel_bias	alt (bmp)	vert_accel	
     6.1	517.6191	-0.0178	 0.0017	 517.7083	-0.0055	
     6.2	517.6197	-0.0178	 0.0017	 517.7230	 0.0029	
     6.3	517.6205	-0.0173	 0.0017	 517.7860	 0.0044	
     6.4	517.6230	-0.0170	 0.0016	 517.7860	-0.0007	
     6.5	517.6255	-0.0164	 0.0016	 517.7860	 0.0037	
     6.6	517.6279	-0.0154	 0.0016	 517.7860	 0.0100	
     6.7	517.6302	-0.0146	 0.0015	 517.7709	 0.0024	
     6.8	517.6324	-0.0147	 0.0015	 517.8007	-0.0050	
     6.9	517.6352	-0.0146	 0.0015	 517.8007	-0.0017	
     7.0	517.6380	-0.0134	 0.0014	 517.8007	 0.0172	
     7.1	517.6408	-0.0126	 0.0014	 517.7860	-0.0095	
     7.2	517.6431	-0.0124	 0.0014	 517.7709	-0.0023	
     7.3	517.6449	-0.0123	 0.0014	 517.7559	-0.0029	
     7.4	517.6470	-0.0126	 0.0013	 517.7740	-0.0077	
     7.5	517.6490	-0.0126	 0.0013	 517.7589	-0.0040	
     7.6	517.6504	-0.0122	 0.0013	 517.7439	 0.0054	
     7.7	517.6523	-0.0113	 0.0013	 517.7767	 0.0063	
     7.8	517.6541	-0.0108	 0.0012	 517.7620	 0.0014	
     7.9	517.6554	-0.0109	 0.0012	 517.7319	-0.0027	
     8.0	517.6560	-0.0113	 0.0012	 517.7172	-0.0043	
     8.1	517.6559	-0.0113	 0.0012	 517.6872	 0.0054	
     8.2	517.6553	-0.0109	 0.0012	 517.6724	 0.0037	
     8.3	517.6550	-0.0108	 0.0012	 517.7022	 0.0056	
     8.4	517.6554	-0.0101	 0.0012	 517.7172	 0.0097	
     8.5	517.6564	-0.0092	 0.0012	 517.7470	 0.0027	
     8.6	517.6577	-0.0087	 0.0011	 517.7470	 0.0012	
     8.7	517.6598	-0.0081	 0.0011	 517.7918	 0.0018	
     8.8	517.6626	-0.0078	 0.0011	 517.7887	-0.0029	
     8.9	517.6651	-0.0078	 0.0011	 517.8037	 0.0021	
     9.0	517.6680	-0.0066	 0.0010	 517.8037	 0.0122	
     9.1	517.6707	-0.0054	 0.0010	 517.8037	 0.0025	
     9.2	517.6738	-0.0047	 0.0010	 517.8184	 0.0031	
     9.3	517.6774	-0.0040	 0.0010	 517.8485	 0.0029	
     9.4	517.6808	-0.0034	 0.0009	 517.8331	 0.0053	
     9.5	517.6842	-0.0028	 0.0009	 517.8184	 0.0061	
     9.6	517.6871	-0.0022	 0.0009	 517.8184	 0.0048	
     9.7	517.6906	-0.0020	 0.0008	 517.8660	-0.0066	
     9.8	517.6944	-0.0013	 0.0008	 517.8513	 0.0033	
     9.9	517.6975	-0.0005	 0.0008	 517.8065	 0.0055	
    10.0	517.7002	 0.0007	 0.0008	 517.7918	 0.0100	
    10.1	517.7028	 0.0018	 0.0007	 517.8065	 0.0040	
    10.2	517.7055	 0.0025	 0.0007	 517.8065	 0.0065	
    10.3	517.7087	 0.0035	 0.0007	 517.8212	 0.0072	
    10.4	517.7116	 0.0044	 0.0007	 517.7887	 0.0075	
    10.5	517.7142	 0.0050	 0.0007	 517.8037	 0.0020	
    10.6	517.7170	 0.0052	 0.0006	 517.8037	 0.0022	
    10.7	517.7200	 0.0056	 0.0006	 517.8184	 0.0069	
    10.8	517.7237	 0.0059	 0.0006	 517.8632	-0.0040	
    10.9	517.7263	 0.0062	 0.0006	 517.8007	 0.0060	
    11.0	517.7285	 0.0064	 0.0006	 517.8331	-0.0030	
    11.1	517.7316	 0.0067	 0.0006	 517.8184	 0.0032	
    11.2	517.7342	 0.0072	 0.0005	 517.7887	 0.0062	
    11.3	517.7362	 0.0083	 0.0005	 517.7439	 0.0120	
    11.4	517.7364	 0.0089	 0.0005	 517.6666	-0.0018	
    11.5	517.7358	 0.0090	 0.0005	 517.6964	 0.0034	
    11.6	517.7361	 0.0087	 0.0005	 517.7265	-0.0021	
    11.7	517.7367	 0.0084	 0.0006	 517.7265	-0.0039	
    11.8	517.7373	 0.0082	 0.0006	 517.7709	 0.0012	
    11.9	517.7381	 0.0085	 0.0006	 517.7230	 0.0094	
    12.0	517.7391	 0.0092	 0.0006	 517.7678	 0.0043	
    12.1	517.7407	 0.0093	 0.0005	 517.7774	 0.0092	
    12.2	517.7426	 0.0104	 0.0005	 517.7925	 0.0073	
    12.3	517.7452	 0.0111	 0.0005	 517.8222	 0.0128	
    12.4	517.7481	 0.0119	 0.0005	 517.7572	 0.0070	
    12.5	517.7495	 0.0126	 0.0005	 517.7422	 0.0036	
    12.6	517.7507	 0.0132	 0.0005	 517.7572	 0.0052	
    12.7	517.7522	 0.0133	 0.0005	 517.7572	-0.0006	
    12.8	517.7536	 0.0138	 0.0005	 517.7572	 0.0043	
    12.9	517.7551	 0.0139	 0.0005	 517.7572	 0.0068	
    13.0	517.7578	 0.0150	 0.0005	 517.8222	 0.0051	
    13.1	517.7609	 0.0159	 0.0005	 517.8222	 0.0033	
    13.2	517.7643	 0.0167	 0.0005	 517.8519	 0.0142	
    13.3	517.7682	 0.0182	 0.0005	 517.8372	 0.0067	
    13.4	517.7717	 0.0194	 0.0004	 517.8222	 0.0128	
    13.5	517.7749	 0.0207	 0.0004	 517.7723	 0.0096	
    13.6	517.7773	 0.0215	 0.0004	 517.8020	 0.0091	
    13.7	517.7801	 0.0226	 0.0004	 517.8020	 0.0078	
    13.8	517.7833	 0.0231	 0.0004	 517.8318	 0.0091	
    13.9	517.7863	 0.0239	 0.0004	 517.8314	 0.0083	
    14.0	517.7900	 0.0246	 0.0004	 517.8314	 0.0055	
    14.1	517.7937	 0.0251	 0.0004	 517.8465	 0.0063	
    14.2	517.7976	 0.0262	 0.0004	 517.8465	 0.0101	
    14.3	517.8018	 0.0270	 0.0004	 517.8759	-0.0000	
    14.4	517.8058	 0.0272	 0.0004	 517.8612	-0.0048	
    14.5	517.8099	 0.0266	 0.0004	 517.8612	-0.0034	
    14.6	517.8142	 0.0268	 0.0003	 517.8759	 0.0027	
    14.7	517.8186	 0.0274	 0.0003	 517.8759	 0.0084	
    14.8	517.8229	 0.0278	 0.0003	 517.8913	 0.0050	
    14.9	517.8270	 0.0284	 0.0003	 517.8612	 0.0096	
    15.0	517.8306	 0.0290	 0.0003	 517.8612	 0.0018	
    15.1	517.8348	 0.0297	 0.0003	 517.8759	 0.0128	
    15.2	517.8379	 0.0310	 0.0003	 517.8410	 0.0120	
    15.3	517.8410	 0.0312	 0.0003	 517.8410	-0.0015	
    15.4	517.8444	 0.0314	 0.0003	 517.8557	 0.0048	
    15.5	517.8478	 0.0323	 0.0003	 517.8557	 0.0110	
    15.6	517.8512	 0.0333	 0.0003	 517.8260	 0.0062	
    15.7	517.8534	 0.0339	 0.0003	 517.7962	 0.0074	
    15.8	517.8565	 0.0347	 0.0003	 517.8465	 0.0083	
    15.9	517.8592	 0.0357	 0.0003	 517.8167	 0.0066	
    16.0	517.8626	 0.0367	 0.0003	 517.8468	 0.0032	
    16.1	517.8666	 0.0369	 0.0003	 517.8766	 0.0043	
    16.2	517.8709	 0.0372	 0.0003	 517.8916	-0.0018	
    16.3	517.8767	 0.0374	 0.0003	 517.9713	 0.0068	
    16.4	517.8829	 0.0386	 0.0003	 517.9860	 0.0108	
    16.5	517.8894	 0.0396	 0.0002	 517.9860	 0.0011	
    16.6	517.8955	 0.0401	 0.0002	 517.9566	 0.0071	
    16.7	517.9003	 0.0416	 0.0002	 517.8916	 0.0133	
    16.8	517.9048	 0.0425	 0.0002	 517.9210	 0.0122	
    16.9	517.9099	 0.0432	 0.0002	 517.9511	-0.0020	
    17.0	517.9147	 0.0434	 0.0002	 517.9357	 0.0022	
    17.1	517.9206	 0.0431	 0.0002	 518.0102	-0.0085	
    17.2	517.9275	 0.0432	 0.0002	 517.9901	 0.0042	
    17.3	517.9333	 0.0439	 0.0002	 517.9750	 0.0074	
    17.4	517.9387	 0.0439	 0.0002	 517.9603	 0.0045	
    17.5	517.9436	 0.0442	 0.0002	 517.9603	 0.0001	
    17.6	517.9483	 0.0447	 0.0002	 517.8950	 0.0063	
    17.7	517.9517	 0.0454	 0.0002	 517.8950	 0.0056	
    17.8	517.9548	 0.0459	 0.0002	 517.9101	 0.0088	
    17.9	517.9582	 0.0469	 0.0002	 517.9101	 0.0068	
    18.0	517.9619	 0.0470	 0.0002	 517.9251	-0.0020	
    18.1	517.9658	 0.0471	 0.0002	 517.9398	 0.0082	
    18.2	517.9701	 0.0475	 0.0002	 517.9545	 0.0061	
    18.3	517.9732	 0.0481	 0.0002	 517.8625	 0.0150	
    18.4	517.9751	 0.0492	 0.0002	 517.8478	 0.0089	
    18.5	517.9765	 0.0491	 0.0003	 517.8325	 0.0010	
    18.6	517.9781	 0.0488	 0.0003	 517.8625	 0.0053	
    18.7	517.9799	 0.0494	 0.0003	 517.8478	 0.0078	
    18.8	517.9812	 0.0491	 0.0004	 517.8325	-0.0035	
    18.9	517.9823	 0.0485	 0.0004	 517.8325	-0.0009	
    19.0	517.9835	 0.0484	 0.0004	 517.8625	 0.0084	
    19.1	517.9856	 0.0488	 0.0004	 517.8923	 0.0105	
    19.2	517.9871	 0.0485	 0.0005	 517.8420	-0.0006	
    19.3	517.9886	 0.0479	 0.0005	 517.8721	 0.0007	
    19.4	517.9903	 0.0478	 0.0005	 517.8574	 0.0147	
    19.5	517.9918	 0.0479	 0.0005	 517.8574	 0.0016	
    19.6	517.9940	 0.0481	 0.0006	 517.9166	 0.0071	
    19.7	517.9971	 0.0487	 0.0006	 517.9316	 0.0047	
    19.8	517.9992	 0.0493	 0.0006	 517.8841	 0.0140	
    19.9	518.0017	 0.0505	 0.0006	 517.9138	 0.0072	
    20.0	518.0052	 0.0511	 0.0006	 517.9733	 0.0076	
    20.1	518.0086	 0.0520	 0.0006	 517.9258	 0.0142	
    20.2	518.0120	 0.0533	 0.0007	 517.9559	 0.0153	
    20.3	518.0160	 0.0541	 0.0007	 517.9706	 0.0044	
    20.4	518.0193	 0.0538	 0.0007	 517.9354	 0.0004	
    20.5	518.0227	 0.0539	 0.0007	 517.9504	 0.0059	
    20.6	518.0268	 0.0543	 0.0007	 517.9802	 0.0031	
    20.7	518.0303	 0.0542	 0.0007	 517.9176	 0.0026	
    20.8	518.0333	 0.0547	 0.0007	 517.9473	 0.0134	
    20.9	518.0371	 0.0556	 0.0008	 517.9624	 0.0099	
    21.0	518.0403	 0.0557	 0.0008	 517.9323	 0.0026	
    21.1	518.0433	 0.0566	 0.0008	 517.9323	 0.0116	
    21.2	518.0465	 0.0577	 0.0008	 517.9473	 0.0179	
    21.3	518.0483	 0.0582	 0.0009	 517.8848	 0.0070	
    21.4	518.0505	 0.0583	 0.0009	 517.9149	 0.0072	
    21.5	518.0531	 0.0588	 0.0009	 517.9296	 0.0185	
    21.6	518.0556	 0.0600	 0.0009	 517.9149	 0.0140	
    21.7	518.0584	 0.0606	 0.0010	 517.9296	 0.0047	
    21.8	518.0612	 0.0606	 0.0010	 517.9296	 0.0067	
    21.9	518.0627	 0.0605	 0.0010	 517.8796	 0.0073	
    22.0	518.0645	 0.0602	 0.0011	 517.8943	 0.0024	
    22.1	518.0655	 0.0591	 0.0011	 517.8646	-0.0045	
    22.2	518.0663	 0.0586	 0.0011	 517.8646	 0.0087	
    22.3	518.0671	 0.0589	 0.0012	 517.8796	 0.0132	
    22.4	518.0683	 0.0592	 0.0012	 517.8796	 0.0096	
    22.5	518.0692	 0.0597	 0.0013	 517.8646	 0.0153	
    22.6	518.0698	 0.0596	 0.0013	 517.8348	 0.0116	
    22.7	518.0696	 0.0595	 0.0014	 517.8051	 0.0067	
    22.8	518.0687	 0.0588	 0.0014	 517.7750	 0.0118	
    22.9	518.0671	 0.0584	 0.0015	 517.7603	-0.0020	
    23.0	518.0650	 0.0576	 0.0015	 517.7603	 0.0039	
    23.1	518.0630	 0.0569	 0.0016	 517.7603	 0.0052	
    23.2	518.0614	 0.0559	 0.0017	 517.8051	 0.0046	
    23.3	518.0607	 0.0552	 0.0017	 517.8198	 0.0081	
    23.4	518.0601	 0.0550	 0.0018	 517.8198	 0.0063	
    23.5	518.0596	 0.0546	 0.0018	 517.8348	 0.0057	
    23.6	518.0593	 0.0537	 0.0018	 517.8198	 0.0026	
    23.7	518.0588	 0.0530	 0.0019	 517.8198	 0.0059	
    23.8	518.0578	 0.0524	 0.0019	 517.8051	 0.0021	
    23.9	518.0566	 0.0520	 0.0020	 517.8051	 0.0089	
    24.0	518.0558	 0.0514	 0.0020	 517.8848	 0.0004	
    24.1	518.0565	 0.0504	 0.0021	 517.8701	-0.0044	
    24.2	518.0565	 0.0490	 0.0021	 517.8403	-0.0061	
    24.3	518.0559	 0.0482	 0.0022	 517.8403	 0.0002	
    24.4	518.0549	 0.0471	 0.0022	 517.8253	 0.0072	
    24.5	518.0541	 0.0469	 0.0022	 517.8253	 0.0016	
    24.6	518.0533	 0.0461	 0.0023	 517.8133	 0.0010	
    24.7	518.0517	 0.0459	 0.0023	 517.7983	 0.0068	
    24.8	518.0499	 0.0456	 0.0024	 517.7836	 0.0091	
    24.9	518.0477	 0.0455	 0.0024	 517.7836	 0.0094	
