
time	altitude	velocity	accel_bias	alt (bmp)	vert_accel	
     4.3	518.9998	 0.0286	-0.0002	 519.0114	 0.0021	
     4.4	519.0029	 0.0292	-0.0002	 518.9960	 0.0079	
     4.5	519.0055	 0.0300	-0.0002	 518.9813	 0.0115	
     4.6	519.0080	 0.0302	-0.0002	 518.9813	 0.0044	
     4.7	519.0087	 0.0303	-0.0001	 518.9163	 0.0072	
     4.8	519.0096	 0.0305	-0.0001	 518.9461	 0.0010	
     4.9	519.0102	 0.0298	-0.0001	 518.8661	-0.0093	
     5.0	519.0097	 0.0292	-0.0001	 518.8958	 0.0034	
     5.1	519.0100	 0.0292	-0.0001	 518.9259	 0.0086	
     5.2	519.0112	 0.0301	-0.0000	 518.9553	 0.0136	
     5.3	519.0130	 0.0312	-0.0000	 518.9854	 0.0135	
     5.4	519.0150	 0.0316	-0.0000	 518.9676	-0.0032	
     5.5	519.0170	 0.0307	-0.0000	 518.9823	-0.0080	
     5.6	519.0197	 0.0310	-0.0000	 519.0124	 0.0064	
     5.7	519.0231	 0.0319	-0.0000	 519.0572	 0.0079	
     5.8	519.0264	 0.0325	-0.0000	 519.0244	 0.0024	
     5.9	519.0297	 0.0333	-0.0000	 519.0391	 0.0086	
     6.0	519.0334	 0.0338	-0.0000	 519.0391	 0.0036	
     6.1	519.0361	 0.0343	-0.0000	 518.9765	-0.0020	
     6.2	519.0383	 0.0343	 0.0000	 519.0062	 0.0016	
     6.3	519.0409	 0.0341	 0.0000	 519.0062	-0.0049	
     6.4	519.0420	 0.0341	 0.0000	 518.9115	 0.0128	
     6.5	519.0419	 0.0346	 0.0001	 518.8965	 0.0002	
     6.6	519.0415	 0.0345	 0.0001	 518.8965	 0.0122	
     6.7	519.0413	 0.0355	 0.0001	 518.8965	 0.0154	
     6.8	519.0412	 0.0369	 0.0001	 518.8466	 0.0195	
     6.9	519.0406	 0.0377	 0.0002	 518.8763	 0.0138	
     7.0	519.0406	 0.0381	 0.0002	 518.9061	 0.0065	
     7.1	519.0406	 0.0384	 0.0002	 518.8288	 0.0067	
     7.2	519.0394	 0.0383	 0.0003	 518.8435	 0.0097	
     7.3	519.0384	 0.0389	 0.0003	 518.8585	 0.0087	
     7.4	519.0378	 0.0391	 0.0004	 518.8408	 0.0077	
     7.5	519.0373	 0.0394	 0.0004	 518.8855	 0.0099	
     7.6	519.0375	 0.0401	 0.0004	 518.9002	 0.0153	
     7.7	519.0379	 0.0406	 0.0004	 518.8503	 0.0019	
     7.8	519.0374	 0.0398	 0.0005	 518.8503	-0.0052	
     7.9	519.0369	 0.0389	 0.0005	 518.8650	 0.0061	
     8.0	519.0368	 0.0383	 0.0006	 518.8801	 0.0036	
     8.1	519.0373	 0.0391	 0.0006	 518.9098	 0.0178	
     8.2	519.0369	 0.0398	 0.0006	 518.8623	 0.0126	
     8.3	519.0365	 0.0402	 0.0007	 518.8623	 0.0140	
     8.4	519.0364	 0.0408	 0.0007	 518.8770	 0.0125	
     8.5	519.0372	 0.0418	 0.0007	 518.9071	 0.0164	
     8.6	519.0387	 0.0423	 0.0007	 518.9515	 0.0065	
     8.7	519.0409	 0.0421	 0.0007	 518.9666	 0.0005	
     8.8	519.0431	 0.0423	 0.0008	 518.9314	 0.0133	
     8.9	519.0451	 0.0433	 0.0008	 518.9758	 0.0171	
     9.0	519.0477	 0.0443	 0.0008	 518.9758	 0.0127	
     9.1	519.0505	 0.0450	 0.0008	 518.9912	 0.0082	
     9.2	519.0526	 0.0454	 0.0008	 518.9461	 0.0100	
     9.3	519.0550	 0.0462	 0.0008	 518.9755	 0.0067	
     9.4	519.0577	 0.0458	 0.0009	 518.9755	-0.0151	
     9.5	519.0603	 0.0476	 0.0009	 518.9755	 0.0313	
     9.6	519.0637	 0.0496	 0.0009	 519.0056	 0.0229	
     9.7	519.0676	 0.0512	 0.0009	 519.0654	 0.0136	
     9.8	519.0721	 0.0523	 0.0009	 519.0206	 0.0061	
     9.9	519.0756	 0.0526	 0.0009	 518.9611	 0.0085	
    10.0	519.0781	 0.0540	 0.0009	 518.9611	-0.0361	
    10.1	519.0797	 0.0550	 0.0010	 518.9009	 0.0829	
    10.2	519.0807	 0.0575	 0.0010	 518.8862	 0.0345	
    10.3	519.0817	 0.0611	 0.0011	 518.8862	 0.0276	
    10.4	519.0832	 0.0622	 0.0011	 518.9160	 0.0079	
    10.5	519.0852	 0.0622	 0.0011	 518.9310	 0.0085	
    10.6	519.0875	 0.0619	 0.0012	 518.9310	-0.0007	
    10.7	519.0896	 0.0616	 0.0012	 518.9310	 0.0074	
    10.8	519.0913	 0.0615	 0.0012	 518.8510	-0.0009	
    10.9	519.0916	 0.0599	 0.0013	 518.8657	-0.0055	
    11.0	519.0918	 0.0590	 0.0013	 518.8510	 0.0016	
    11.1	519.0919	 0.0587	 0.0014	 518.8811	 0.0118	
    11.2	519.0920	 0.0586	 0.0014	 518.8158	 0.0061	
    11.3	519.0913	 0.0588	 0.0015	 518.8606	 0.0126	
    11.4	519.0916	 0.0584	 0.0015	 518.8753	-0.0023	
    11.5	519.0921	 0.0576	 0.0015	 518.8903	 0.0039	
    11.6	519.0929	 0.0574	 0.0016	 518.9054	 0.0073	
    11.7	519.0941	 0.0574	 0.0016	 518.9351	 0.0052	
    11.8	519.0956	 0.0574	 0.0017	 518.9351	 0.0089	
    11.9	519.0973	 0.0572	 0.0017	 518.9351	 0.0000	
    12.0	519.0987	 0.0566	 0.0017	 518.9351	-0.0039	
    12.1	519.1001	 0.0564	 0.0018	 518.9351	 0.0104	
    12.2	519.1015	 0.0570	 0.0018	 518.9351	 0.0091	
    12.3	519.1037	 0.0569	 0.0018	 518.9799	 0.0060	
    12.4	519.1057	 0.0567	 0.0019	 518.9351	 0.0054	
    12.5	519.1069	 0.0564	 0.0019	 518.9054	 0.0098	
    12.6	519.1071	 0.0566	 0.0019	 518.8903	 0.0094	
    12.7	519.1072	 0.0567	 0.0020	 518.8903	-0.0136	
    12.8	519.1085	 0.0826	 0.0020	 518.8903	 0.2704	
    12.9	519.1118	 0.0896	 0.0021	 518.8903	-0.0806	
    13.0	519.1148	 0.0853	 0.0021	 518.8753	-0.0033	
    13.1	519.1171	 0.0831	 0.0022	 518.8753	-0.0185	
    13.2	519.1197	 0.0820	 0.0022	 518.8903	 0.0083	
    13.3	519.1226	 0.0818	 0.0022	 518.9351	 0.0147	
    13.4	519.1259	 0.0817	 0.0023	 518.9026	 0.0058	
    13.5	519.1284	 0.0813	 0.0023	 518.9026	 0.0089	
    13.6	519.1316	 0.0816	 0.0024	 518.9471	 0.0047	
    13.7	519.1351	 0.0814	 0.0024	 518.9119	 0.0162	
    13.8	519.1381	 0.0826	 0.0025	 518.9416	 0.0165	
    13.9	519.1405	 0.0832	 0.0025	 518.9088	 0.0148	
    14.0	519.1436	 0.0839	 0.0025	 518.9389	 0.0166	
    14.1	519.1456	 0.0840	 0.0026	 518.8914	 0.0020	
    14.2	519.1476	 0.0834	 0.0026	 518.8914	 0.0109	
    14.3	519.1481	 0.0829	 0.0027	 518.8411	 0.0050	
    14.4	519.1489	 0.0823	 0.0028	 518.8558	 0.0115	
    14.5	519.1493	 0.0826	 0.0028	 518.8507	 0.0235	
    14.6	519.1509	 0.0831	 0.0029	 518.8955	 0.0091	
    14.7	519.1527	 0.0835	 0.0029	 518.9098	 0.0192	
    14.8	519.1549	 0.0843	 0.0030	 518.8298	 0.0082	
    14.9	519.1553	 0.0844	 0.0031	 518.8449	 0.0177	
    15.0	519.1561	 0.0847	 0.0031	 518.8449	 0.0234	
    15.1	519.1568	 0.0856	 0.0032	 518.7973	 0.0194	
    15.2	519.1563	 0.0862	 0.0033	 518.8120	 0.0194	
    15.3	519.1565	 0.0871	 0.0033	 518.8271	 0.0226	
    15.4	519.1563	 0.0872	 0.0034	 518.7919	 0.0182	
    15.5	519.1562	 0.0874	 0.0035	 518.8216	 0.0197	
    15.6	519.1568	 0.0874	 0.0035	 518.8514	 0.0130	
    15.7	519.1574	 0.0878	 0.0036	 518.8312	 0.0169	
    15.8	519.1582	 0.0879	 0.0037	 518.8609	 0.0135	
    15.9	519.1594	 0.0879	 0.0037	 518.8161	 0.0066	
    16.0	519.1595	 0.0872	 0.0038	 518.8161	 0.0161	
    16.1	519.1596	 0.0869	 0.0039	 518.8455	 0.0058	
    16.2	519.1593	 0.0863	 0.0039	 518.7809	 0.0128	
    16.3	519.1585	 0.0855	 0.0040	 518.8103	 0.0010	
    16.4	519.1583	 0.0845	 0.0041	 518.7751	 0.0084	
    16.5	519.1577	 0.0839	 0.0041	 518.8346	 0.0103	
    16.6	519.1584	 0.0831	 0.0042	 518.8797	-0.0002	
    16.7	519.1601	 0.0828	 0.0043	 518.9245	 0.0140	
    16.8	519.1627	 0.0830	 0.0043	 518.9392	 0.0151	
    16.9	519.1657	 0.0837	 0.0043	 518.9693	 0.0189	
    17.0	519.1680	 0.0841	 0.0044	 518.9064	 0.0082	
    17.1	519.1701	 0.0834	 0.0044	 518.9365	 0.0050	
    17.2	519.1728	 0.0831	 0.0045	 518.9365	 0.0140	
    17.3	519.1754	 0.0833	 0.0045	 518.9365	 0.0152	
    17.4	519.1773	 0.0829	 0.0046	 518.9064	 0.0139	
    17.5	519.1782	 0.0831	 0.0046	 518.8767	 0.0173	
    17.6	519.1788	 0.0824	 0.0047	 518.8767	 0.0016	
    17.7	519.1793	 0.0818	 0.0048	 518.8620	 0.0130	
    17.8	519.1795	 0.0816	 0.0048	 518.8620	 0.0122	
    17.9	519.1796	 0.0809	 0.0049	 518.8620	-0.0046	
    18.0	519.1796	 0.0796	 0.0050	 518.8620	 0.0048	
    18.1	519.1795	 0.0784	 0.0050	 518.8620	 0.0015	
    18.2	519.1800	 0.0776	 0.0051	 518.8917	 0.0183	
    18.3	519.1796	 0.0779	 0.0052	 518.8592	 0.0148	
    18.4	519.1793	 0.0782	 0.0052	 518.8592	 0.0195	
    18.5	519.1786	 0.0781	 0.0053	 518.8291	 0.0095	
    18.6	519.1764	 0.0770	 0.0054	 518.7666	 0.0014	
    18.7	519.1737	 0.0766	 0.0054	 518.7666	 0.0200	
    18.8	519.1716	 0.0761	 0.0055	 518.7963	 0.0130	
    18.9	519.1706	 0.0760	 0.0056	 518.8411	 0.0138	
    19.0	519.1707	 0.0757	 0.0057	 518.8859	 0.0079	
    19.1	519.1704	 0.0749	 0.0057	 518.8209	 0.0092	
    19.2	519.1692	 0.0742	 0.0058	 518.8209	 0.0208	
    19.3	519.1680	 0.0734	 0.0059	 518.8209	 0.0019	
    19.4	519.1659	 0.0726	 0.0059	 518.8004	 0.0129	
    19.5	519.1647	 0.0725	 0.0060	 518.8452	 0.0100	
    19.6	519.1643	 0.0716	 0.0061	 518.8749	 0.0070	
    19.7	519.1632	 0.0710	 0.0061	 518.8449	 0.0085	
    19.8	519.1625	 0.0704	 0.0062	 518.8599	 0.0011	
    19.9	519.1621	 0.0693	 0.0062	 518.8746	 0.0033	
    20.0	519.1617	 0.0683	 0.0063	 518.8096	 0.0006	
    20.1	519.1596	 0.0667	 0.0064	 518.8247	 0.0077	
    20.2	519.1578	 0.0662	 0.0064	 518.8247	 0.0133	
    20.3	519.1564	 0.0660	 0.0065	 518.8842	 0.0142	
    20.4	519.1566	 0.0659	 0.0066	 518.9437	 0.0128	
    20.5	519.1581	 0.0654	 0.0066	 518.9885	 0.0017	
    20.6	519.1602	 0.0646	 0.0066	 518.9885	 0.0069	
    20.7	519.1628	 0.0647	 0.0067	 519.0182	 0.0120	
    20.8	519.1660	 0.0643	 0.0067	 519.0483	 0.0003	
    20.9	519.1693	 0.0636	 0.0067	 519.0182	 0.0086	
    21.0	519.1715	 0.0632	 0.0068	 519.0035	 0.0091	
    21.1	519.1745	 0.0634	 0.0068	 519.0534	 0.0126	
    21.2	519.1773	 0.0631	 0.0068	 519.0240	 0.0035	
    21.3	519.1798	 0.0626	 0.0068	 519.0688	 0.0062	
    21.4	519.1832	 0.0620	 0.0069	 519.0688	-0.0051	
    21.5	519.1865	 0.0603	 0.0069	 519.1341	-0.0039	
    21.6	519.1916	 0.0601	 0.0069	 519.1635	 0.0113	
    21.7	519.1966	 0.0603	 0.0069	 519.1488	 0.0071	
    21.8	519.2016	 0.0600	 0.0069	 519.1635	 0.0088	
    21.9	519.2065	 0.0601	 0.0069	 519.1488	 0.0115	
    22.0	519.2107	 0.0599	 0.0069	 519.1187	 0.0055	
    22.1	519.2143	 0.0595	 0.0070	 519.1187	 0.0027	
    22.2	519.2177	 0.0588	 0.0070	 519.1040	-0.0042	
    22.3	519.2214	 0.0576	 0.0070	 519.1841	 0.0021	
    22.4	519.2261	 0.0570	 0.0070	 519.1690	 0.0038	
    22.5	519.2305	 0.0571	 0.0070	 519.1690	 0.0080	
    22.6	519.2346	 0.0574	 0.0070	 519.1690	 0.0174	
    22.7	519.2385	 0.0577	 0.0070	 519.1540	 0.0071	
    22.8	519.2425	 0.0573	 0.0071	 519.1540	 0.0059	
    22.9	519.2456	 0.0571	 0.0071	 519.1393	 0.0039	
    23.0	519.2491	 0.0565	 0.0071	 519.1841	 0.0047	
    23.1	519.2532	 0.0561	 0.0071	 519.1991	 0.0053	
    23.2	519.2577	 0.0563	 0.0071	 519.2138	 0.0131	
    23.3	519.2625	 0.0563	 0.0071	 519.2285	 0.0063	
    23.4	519.2666	 0.0568	 0.0071	 519.1635	 0.0169	
    23.5	519.2697	 0.0571	 0.0072	 519.1635	 0.0159	
    23.6	519.2725	 0.0573	 0.0072	 519.1635	 0.0123	
    23.7	519.2745	 0.0574	 0.0072	 519.1283	 0.0114	
    23.8	519.2767	 0.0575	 0.0072	 519.1283	 0.0117	
    23.9	519.2774	 0.0566	 0.0073	 519.0835	-0.0021	
    24.0	519.2785	 0.0553	 0.0073	 519.0982	-0.0016	
    24.1	519.2790	 0.0538	 0.0074	 519.0835	-0.0016	
    24.2	519.2788	 0.0528	 0.0074	 519.0182	 0.0049	
    24.3	519.2774	 0.0517	 0.0075	 519.0182	 0.0091	
    24.4	519.2772	 0.0508	 0.0075	 519.0685	 0.0017	
    24.5	519.2770	 0.0496	 0.0075	 519.0685	-0.0032	
    24.6	519.2763	 0.0480	 0.0076	 519.0387	 0.0006	
    24.7	519.2745	 0.0469	 0.0076	 519.0086	 0.0064	
    24.8	519.2733	 0.0454	 0.0077	 519.0391	-0.0039	
    24.9	519.2717	 0.0438	 0.0077	 519.0090	 0.0030	
    25.0	519.2694	 0.0424	 0.0078	 519.0893	-0.0038	
    25.1	519.2691	 0.0416	 0.0078	 519.0893	 0.0055	
    25.2	519.2687	 0.0407	 0.0079	 519.0893	 0.0120	
    25.3	519.2682	 0.0399	 0.0079	 519.0893	 0.0015	
    25.4	519.2677	 0.0390	 0.0079	 519.1540	 0.0130	
    25.5	519.2687	 0.0394	 0.0079	 519.1540	 0.0141	
    25.6	519.2696	 0.0396	 0.0080	 519.1540	 0.0061	
    25.7	519.2706	 0.0387	 0.0080	 519.1540	 0.0014	
    25.8	519.2713	 0.0382	 0.0080	 519.1393	 0.0092	
    25.9	519.2718	 0.0380	 0.0080	 519.1690	 0.0120	
    26.0	519.2733	 0.0380	 0.0081	 519.1991	 0.0093	
    26.1	519.2752	 0.0378	 0.0081	 519.1991	 0.0103	
    26.2	519.2770	 0.0369	 0.0081	 519.2138	-0.0020	
    26.3	519.2792	 0.0355	 0.0081	 519.2285	 0.0018	
    26.4	519.2815	 0.0353	 0.0081	 519.2439	 0.0128	
    26.5	519.2841	 0.0366	 0.0081	 519.2439	 0.0240	
    26.6	519.2854	 0.0375	 0.0081	 519.1635	 0.0156	
    26.7	519.2858	 0.0378	 0.0082	 519.1341	 0.0130	
    26.8	519.2856	 0.0373	 0.0082	 519.1488	 0.0088	
    26.9	519.2859	 0.0368	 0.0082	 519.1488	 0.0103	
    27.0	519.2860	 0.0367	 0.0083	 519.1341	 0.0077	
    27.1	519.2861	 0.0363	 0.0083	 519.1841	 0.0084	
    27.2	519.2872	 0.0355	 0.0083	 519.1991	-0.0009	
    27.3	519.2885	 0.0344	 0.0083	 519.1991	 0.0010	
    27.4	519.2896	 0.0333	 0.0083	 519.1991	-0.0029	
    27.5	519.2903	 0.0325	 0.0084	 519.1841	 0.0032	
    27.6	519.2903	 0.0317	 0.0084	 519.0893	 0.0103	
    27.7	519.2880	 0.0308	 0.0084	 519.0592	 0.0080	
    27.8	519.2847	 0.0299	 0.0085	 519.0295	 0.0050	
    27.9	519.2812	 0.0292	 0.0085	 519.0148	 0.0095	
    28.0	519.2778	 0.0285	 0.0086	 519.0592	 0.0149	
    28.1	519.2747	 0.0278	 0.0086	 519.0090	 0.0070	
    28.2	519.2709	 0.0274	 0.0087	 519.0244	 0.0164	
    28.3	519.2674	 0.0267	 0.0087	 519.0391	 0.0102	
    28.4	519.2648	 0.0262	 0.0088	 519.0839	 0.0046	
    28.5	519.2631	 0.0254	 0.0088	 519.0986	 0.0109	
    28.6	519.2617	 0.0249	 0.0088	 519.1136	 0.0090	
    28.7	519.2597	 0.0241	 0.0089	 519.0387	 0.0047	
    28.8	519.2567	 0.0233	 0.0089	 519.0685	 0.0047	
    28.9	519.2543	 0.0222	 0.0090	 519.0685	 0.0076	
    29.0	519.2519	 0.0220	 0.0090	 519.0685	 0.0074	
    29.1	519.2496	 0.0214	 0.0090	 519.0835	 0.0052	
    29.2	519.2474	 0.0208	 0.0091	 519.0685	 0.0107	
    29.3	519.2452	 0.0203	 0.0091	 519.0835	 0.0071	
    29.4	519.2435	 0.0195	 0.0091	 519.0982	 0.0064	
    29.5	519.2412	 0.0183	 0.0092	 519.0483	-0.0036	
    29.6	519.2382	 0.0169	 0.0092	 519.0483	 0.0008	
    29.7	519.2343	 0.0159	 0.0092	 519.0182	 0.0045	
    29.8	519.2303	 0.0147	 0.0093	 519.0182	 0.0120	
    29.9	519.2268	 0.0142	 0.0093	 519.0483	 0.0065	
    30.0	519.2239	 0.0138	 0.0094	 519.0781	 0.0101	
    30.1	519.2210	 0.0132	 0.0094	 519.0428	 0.0031	
    30.2	519.2176	 0.0118	 0.0094	 519.0278	 0.0003	
    30.3	519.2138	 0.0105	 0.0095	 519.0278	 0.0048	
    30.4	519.2104	 0.0092	 0.0095	 519.0428	-0.0009	
    30.5	519.2070	 0.0085	 0.0095	 518.9806	 0.0140	
    30.6	519.2022	 0.0079	 0.0096	 518.9953	 0.0043	
    30.7	519.1976	 0.0068	 0.0096	 518.9953	 0.0044	
    30.8	519.1925	 0.0058	 0.0097	 518.9748	 0.0005	
    30.9	519.1879	 0.0050	 0.0097	 519.0049	 0.0126	
    31.0	519.1840	 0.0051	 0.0098	 519.0196	 0.0210	
    31.1	519.1798	 0.0054	 0.0098	 518.9868	 0.0102	
    31.2	519.1762	 0.0047	 0.0098	 519.0466	 0.0005	
    31.3	519.1734	 0.0038	 0.0098	 519.0288	 0.0043	
    31.4	519.1704	 0.0032	 0.0099	 519.0589	 0.0116	
    31.5	519.1682	 0.0028	 0.0099	 519.0736	 0.0135	
    31.6	519.1667	 0.0027	 0.0099	 519.1334	 0.0075	
    31.7	519.1663	 0.0035	 0.0099	 519.1129	 0.0229	
    31.8	519.1656	 0.0041	 0.0099	 519.1427	 0.0106	
    31.9	519.1652	 0.0041	 0.0099	 519.1276	 0.0067	
    32.0	519.1646	 0.0039	 0.0099	 519.1129	 0.0066	
    32.1	519.1638	 0.0044	 0.0099	 519.0951	 0.0177	
    32.2	519.1623	 0.0047	 0.0100	 519.0804	 0.0129	
    32.3	519.1603	 0.0058	 0.0100	 519.0504	 0.0244	
    32.4	519.1583	 0.0060	 0.0100	 519.0651	 0.0139	
    32.5	519.1565	 0.0051	 0.0100	 519.0651	-0.0026	
    32.6	519.1549	 0.0039	 0.0100	 519.0951	 0.0047	
    32.7	519.1526	 0.0031	 0.0101	 519.0476	 0.0027	
    32.8	519.1503	 0.0027	 0.0101	 519.0623	 0.0093	
    32.9	519.1484	 0.0022	 0.0101	 519.0623	 0.0122	
    33.0	519.1465	 0.0023	 0.0101	 519.0623	 0.0135	
    33.1	519.1447	 0.0017	 0.0101	 519.0770	 0.0073	
    33.2	519.1454	 0.0022	 0.0101	 519.1998	 0.0180	
    33.3	519.1476	 0.0028	 0.0101	 519.2145	 0.0059	
    33.4	519.1494	 0.0019	 0.0101	 519.1998	-0.0010	
    33.5	519.1504	 0.0017	 0.0101	 519.1697	 0.0084	
    33.6	519.1510	 0.0015	 0.0101	 519.1697	 0.0048	
    33.7	519.1514	 0.0012	 0.0101	 519.1697	 0.0045	
    33.8	519.1509	 0.0004	 0.0101	 519.0770	 0.0040	
    33.9	519.1487	-0.0003	 0.0101	 519.0623	 0.0140	
    34.0	519.1462	 0.0003	 0.0101	 519.0476	 0.0108	
    34.1	519.1441	 0.0006	 0.0101	 519.0623	 0.0209	
    34.2	519.1423	 0.0007	 0.0102	 519.0770	 0.0105	
    34.3	519.1407	 0.0013	 0.0102	 519.0770	 0.0162	
    34.4	519.1391	 0.0019	 0.0102	 519.0623	 0.0178	
    34.5	519.1373	 0.0020	 0.0102	 519.0476	 0.0109	
    34.6	519.1351	 0.0023	 0.0102	 519.0326	 0.0129	
    34.7	519.1320	 0.0014	 0.0102	 518.9679	 0.0061	
    34.8	519.1278	 0.0009	 0.0103	 518.9679	 0.0108	
    34.9	519.1252	 0.0007	 0.0103	 519.0421	 0.0131	
    35.0	519.1228	 0.0002	 0.0103	 519.0093	 0.0124	
    35.1	519.1201	-0.0001	 0.0103	 519.0394	 0.0098	
    35.2	519.1182	 0.0006	 0.0104	 518.9741	 0.0238	
    35.3	519.1143	 0.0004	 0.0104	 518.9741	 0.0095	
    35.4	519.1112	 0.0001	 0.0104	 519.0189	 0.0141	
    35.5	519.1091	-0.0001	 0.0104	 519.0285	 0.0195	
    35.6	519.1073	 0.0001	 0.0104	 519.0432	 0.0126	
    35.7	519.1058	 0.0006	 0.0105	 519.0432	 0.0195	
    35.8	519.1042	 0.0012	 0.0105	 519.0432	 0.0190	
    35.9	519.1029	 0.0015	 0.0105	 519.0432	 0.0135	
    36.0	519.1017	 0.0008	 0.0105	 519.0586	 0.0036	
    36.1	519.1007	 0.0003	 0.0105	 519.0432	 0.0077	
    36.2	519.0995	 0.0001	 0.0105	 519.0586	 0.0074	
    36.3	519.0987	-0.0003	 0.0105	 519.0733	 0.0081	
    36.4	519.0981	-0.0004	 0.0105	 519.1030	 0.0111	
    36.5	519.0984	-0.0003	 0.0105	 519.1181	 0.0096	
    36.6	519.0986	-0.0007	 0.0105	 519.1030	 0.0115	
    36.7	519.0986	-0.0004	 0.0105	 519.0880	 0.0134	
    36.8	519.0983	-0.0001	 0.0105	 519.0733	 0.0078	
    36.9	519.0976	-0.0001	 0.0105	 519.0733	 0.0105	
    37.0	519.0970	-0.0003	 0.0105	 519.0733	 0.0113	
    37.1	519.0958	-0.0001	 0.0105	 519.0285	 0.0088	
    37.2	519.0941	-0.0004	 0.0106	 519.0285	 0.0099	
    37.3	519.0921	-0.0004	 0.0106	 519.0138	 0.0127	
    37.4	519.0902	-0.0006	 0.0106	 519.0637	 0.0107	
    37.5	519.0893	-0.0007	 0.0106	 519.0637	 0.0065	
    37.6	519.0889	-0.0016	 0.0106	 519.0787	-0.0066	
    37.7	519.0881	-0.0022	 0.0106	 519.0637	 0.0061	
    37.8	519.0877	-0.0025	 0.0106	 519.0934	 0.0101	
    37.9	519.0878	-0.0024	 0.0106	 519.0733	 0.0118	
    38.0	519.0877	-0.0027	 0.0106	 519.1181	 0.0075	
    38.1	519.0883	-0.0028	 0.0106	 519.1331	 0.0103	
    38.2	519.0894	-0.0030	 0.0106	 519.1478	 0.0001	
    38.3	519.0892	-0.0039	 0.0106	 519.0729	 0.0018	
    38.4	519.0884	-0.0044	 0.0106	 519.0729	 0.0137	
    38.5	519.0879	-0.0037	 0.0106	 519.0876	 0.0193	
    38.6	519.0877	-0.0033	 0.0106	 519.0876	 0.0149	
    38.7	519.0865	-0.0033	 0.0106	 519.0524	 0.0048	
    38.8	519.0857	-0.0042	 0.0106	 519.0825	 0.0041	
    38.9	519.0855	-0.0047	 0.0106	 519.0972	 0.0155	
    39.0	519.0852	-0.0044	 0.0106	 519.0972	 0.0112	
    39.1	519.0847	-0.0042	 0.0106	 519.0825	 0.0091	
    39.2	519.0836	-0.0041	 0.0106	 519.0199	 0.0117	
    39.3	519.0819	-0.0038	 0.0106	 519.0678	 0.0172	
    39.4	519.0815	-0.0035	 0.0106	 519.0825	 0.0159	
    39.5	519.0798	-0.0029	 0.0106	 519.0199	 0.0224	
    39.6	519.0782	-0.0030	 0.0106	 519.0350	 0.0092	
    39.7	519.0768	-0.0032	 0.0106	 519.0350	 0.0120	
